season,team,player,off_possessions,def_possessions,pbp_games,bart_games,unassisted_rim_makes,unassisted_mid_makes,unassisted_3pm,rim_assists,off_fouls_drawn,fta,rim_att,dunks_made,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,rim_assists_100,off_fouls_drawn_100,fta_100,rim_att_100,dunks_100
2019,Abilene Christian,Norense Odiase,2220.0,2220.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Paul Hiepler,0.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Payten Ricks,1976.5,1960.6,17.0,30.0,12.0,75.0,4.0,25.0,0.0,72.0,35.0,2.0,0.607,3.795,0.202,1.265,0.0,3.643,1.771,0.101
2019,Abilene Christian,Scott Plaisance Jr.,1846.0,1872.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Shamarkus Kennedy,1620.0,1647.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Shannon Bogues,1820.0,1846.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Tobias Cameron,0.0,0.0,0.0,20.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Trey Lenox,2040.0,2010.0,1.0,30.0,2.0,12.0,0.0,6.0,0.0,10.0,15.0,0.0,0.098,0.588,0.0,0.294,0.0,0.49,0.735,0.0
2019,Abilene Christian,Ty Cockfield,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Tyler Herro,2294.0,2294.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Tyron Brewer,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Von Julien,2046.0,2046.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,Vonte Ott,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,made Free Throw.,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Abilene Christian,made Layup.,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,A.J. Walker,2039.8,2024.3,10.0,31.0,34.0,67.0,2.0,0.0,0.0,64.0,71.0,0.0,1.667,3.285,0.098,0.0,0.0,3.138,3.481,0.0
2019,Air Force,AJ Walker,134.0,132.0,2.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.925,0.0,0.0,0.0,0.0
2019,Air Force,Abe Kinrade,0.0,0.0,0.0,18.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Air Force,135.0,136.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Ameka Akaya,1806.0,1792.0,2.0,28.0,11.0,20.0,1.0,5.0,0.0,18.0,29.0,1.0,0.609,1.107,0.055,0.277,0.0,0.997,1.606,0.055
2019,Air Force,Anthony Townes,1800.0,1830.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Army,71.0,72.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Ashtin Chastain,2550.0,2550.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Braxton Huggins,2190.0,2190.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Bryce Hughes,0.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Caleb Morris,1844.5,1830.5,8.0,28.0,10.0,29.0,1.0,10.0,0.0,30.0,26.0,0.0,0.542,1.572,0.054,0.542,0.0,1.626,1.41,0.0
2019,Air Force,Carlton Bragg,1564.0,1587.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Charlie O'Briant,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Chris Joyce,2070.8,2064.6,5.0,31.0,20.0,49.0,1.0,15.0,0.0,52.0,49.0,1.0,0.966,2.366,0.048,0.724,0.0,2.511,2.366,0.048
2019,Air Force,Colorado State,66.0,67.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Craig LeCesne,2236.0,2236.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Dominick Pickett,1890.0,1890.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Donoven Carlisle,1943.0,1943.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Ignas Brazdeikis,2257.0,2294.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Isaac Monson,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,J.D. Paige,2046.0,2077.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Jahaad Proctor,1711.0,1740.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,James Edwards,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Jeremy Hemsley,2016.0,2016.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Jontrell Herman,69.0,69.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Jordan Caroline,2244.0,2260.5,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Justin James,1922.0,1922.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,K.J. Jackson,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Keaton Van Soelen,2033.6,2033.6,10.0,31.0,9.0,26.0,0.0,5.0,0.0,32.0,33.0,5.0,0.443,1.279,0.0,0.246,0.0,1.574,1.623,0.246
2019,Air Force,Kris Clyburn,1829.0,1860.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Lavelle Scottie,2130.4,2120.1,18.0,31.0,37.0,115.0,2.0,9.0,0.0,86.0,90.0,17.0,1.737,5.398,0.094,0.422,0.0,4.037,4.225,0.798
2019,Air Force,LeSean Brown,0.0,0.0,0.0,12.0,3.0,10.0,1.0,2.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Matt Mitchell,2112.0,2112.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Max Curran,847.0,847.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Michael Steadman,2070.0,2100.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,NA,2081.0,2087.0,31.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Nathan Mensah,2079.0,2079.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Neemias Queta,2142.0,2176.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Nick Rene,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Nico Carvacho,2046.0,2061.5,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Noah Robotham,2139.0,2170.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Pervis Louder,2014.3,2005.7,7.0,30.0,16.0,27.0,0.0,15.0,0.0,33.0,33.0,2.0,0.794,1.34,0.0,0.745,0.0,1.638,1.638,0.099
2019,Air Force,Ricky Madison,1740.0,1769.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Ryan Kreklow,2077.0,2077.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Ryan Swan,2036.8,2028.9,19.0,30.0,55.0,91.0,2.0,16.0,0.0,112.0,122.0,3.0,2.7,4.468,0.098,0.786,0.0,5.499,5.99,0.147
2019,Air Force,Sam Merrill,2142.0,2176.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Seneca Knight,2010.0,2040.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Sid Tomes,2099.1,2077.0,7.0,31.0,3.0,31.0,4.0,10.0,0.0,23.0,7.0,0.0,0.143,1.477,0.191,0.476,0.0,1.096,0.333,0.0
2019,Air Force,Triston Simpson,1848.0,1848.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Zac Watson,1860.0,1860.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Zach Couper,0.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Air Force,Zach Haney,2016.0,2016.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Abdoulaye Harouna,1950.0,1950.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Akron,127.0,129.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Anthony Harris,1988.0,1988.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Bam Bowman,2025.0,2025.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Buffalo,69.0,70.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,C,63.0,62.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,CJ Massinburg,2482.0,2516.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Caleb Martin,2108.0,2142.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Channel Banks,2025.0,2025.0,2.0,30.0,8.0,17.0,2.0,5.0,0.0,14.0,24.0,0.0,0.395,0.84,0.099,0.247,0.0,0.691,1.185,0.0
2019,Akron,Dalonte Brown,2010.0,2025.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Daniel Utomi,2069.8,2062.7,13.0,31.0,22.0,72.0,11.0,7.0,0.0,66.0,50.0,1.0,1.063,3.479,0.531,0.338,0.0,3.189,2.416,0.048
2019,Akron,Davonta Jordan,2555.0,2555.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Demajeo Wiggins,2240.0,2272.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Deng Riak,1869.5,1863.1,13.0,28.0,6.0,31.0,0.0,3.0,0.0,38.0,59.0,10.0,0.321,1.658,0.0,0.16,0.0,2.033,3.156,0.535
2019,Akron,Dylan Frye,2272.0,2304.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Emmanuel Olojakpoke,1943.0,1943.0,1.0,29.0,3.0,1.0,0.0,0.0,0.0,11.0,21.0,2.0,0.154,0.051,0.0,0.0,0.0,0.566,1.081,0.103
2019,Akron,Garrett Covington,1932.0,1932.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jaden Sayles,0.0,0.0,0.0,20.0,2.0,10.0,0.0,0.0,0.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jalen Avery,1820.0,1820.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,James Thompson IV,1568.0,1568.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jarred Godfrey,2100.0,2100.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jason Carter,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jason Preston,1740.0,1769.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jeremy Harris,2520.0,2555.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jeremy Roscoe,0.0,0.0,0.0,29.0,6.0,10.0,2.0,5.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Jimond Ivey,2046.0,2046.0,13.0,31.0,40.0,64.0,9.0,31.0,0.0,68.0,75.0,13.0,1.955,3.128,0.44,1.515,0.0,3.324,3.666,0.635
2019,Akron,K.J. Walton,2139.0,2170.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Larry Austin Jr.,2080.0,2080.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,LePear Toles,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Loren Cristian Jackson,2063.2,2056.3,18.0,31.0,37.0,108.0,27.0,17.0,0.0,106.0,79.0,0.0,1.793,5.235,1.309,0.824,0.0,5.138,3.829,0.0
2019,Akron,Mark Kostelac,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Marquelle McIntyre,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Marreon Jackson,2077.0,2108.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Matt Holba,2130.0,2100.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Mekhi Lairy,2070.0,2070.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,NA,1661.0,1669.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Akron,Nate Navigato,2176.0,2208.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
