season,player_name,team,pid,listed_height_raw,listed_height,listed_height_inches,predicted_profile_height_inches,predicted_profile_height,height_delta_inches,height_profile_label,predicted_big_profile_height_inches,predicted_big_profile_height,big_height_delta_inches,big_height_profile_label
2020,Josh Warren,Cornell,27085,6-8,"6'8""",80.0,78.46,"6'6""",-1.54,plays_shorter,78.46,"6'6""",-1.54,plays_shorter
2020,Andre Adams,Southern Utah,32932,6-9,"6'9""",81.0,81.31,"6'9""",0.31,plays_at_height,81.31,"6'9""",0.31,plays_at_height
2020,David Bell,Jacksonville,33635,6-10,"6'10""",82.0,84.73,"7'1""",2.73,plays_taller,84.73,"7'1""",2.73,plays_taller
2020,Jake Toolson,BYU,33955,6-5,"6'5""",77.0,77.13,"6'5""",0.13,plays_at_height,77.13,"6'5""",0.13,plays_at_height
2020,Emmitt Holt,Providence,35307,6-7,"6'7""",79.0,78.75,"6'7""",-0.25,plays_at_height,78.75,"6'7""",-0.25,plays_at_height
2020,Torry Johnson,Wake Forest,36023,6-3,"6'3""",75.0,75.58,"6'4""",0.58,plays_at_height,75.58,"6'4""",0.58,plays_at_height
2020,Josh Gantz,UMass Lowell,36331,6-7,"6'7""",79.0,75.35,"6'3""",-3.65,plays_shorter,75.35,"6'3""",-3.65,plays_shorter
2020,Dwayne Morgan,Southern Utah,37217,6-8,"6'8""",80.0,77.57,"6'6""",-2.43,plays_shorter,77.57,"6'6""",-2.43,plays_shorter
2020,Dalton Nixon,BYU,37832,6-7,"6'7""",79.0,78.61,"6'7""",-0.39,plays_at_height,78.61,"6'7""",-0.39,plays_at_height
2020,Tashombe Riley,South Carolina St.,38303,6-7,"6'7""",79.0,77.79,"6'6""",-1.21,plays_shorter,77.79,"6'6""",-1.21,plays_shorter
2020,Tulio Da Silva,Missouri St.,38682,6-8,"6'8""",80.0,80.78,"6'9""",0.78,plays_taller,80.78,"6'9""",0.78,plays_taller
2020,Reilly Walsh,NJIT,38683,6-3,"6'3""",75.0,74.86,"6'3""",-0.14,plays_at_height,74.86,"6'3""",-0.14,plays_at_height
2020,Prentiss Nixon,Iowa St.,38713,6-2,"6'2""",74.0,75.25,"6'3""",1.25,plays_taller,75.25,"6'3""",1.25,plays_taller
2020,Isaiah Maurice,Memphis,38755,6-10,"6'10""",82.0,79.79,"6'8""",-2.21,plays_shorter,79.79,"6'8""",-2.21,plays_shorter
2020,Tyler Hamilton,William & Mary,38767,6-4,"6'4""",76.0,76.77,"6'5""",0.77,plays_taller,76.77,"6'5""",0.77,plays_taller
2020,Elijah Mitrou-Long,UNLV,38781,6-1,"6'1""",73.0,76.62,"6'5""",3.62,plays_taller,76.62,"6'5""",3.62,plays_taller
2020,Vincent Eze,Fairfield,38829,6-8,"6'8""",80.0,79.96,"6'8""",-0.04,plays_at_height,79.96,"6'8""",-0.04,plays_at_height
2020,Nate Grimes,Fresno St.,38904,6-8,"6'8""",80.0,82.67,"6'11""",2.67,plays_taller,82.67,"6'11""",2.67,plays_taller
2020,C.J. Bobbitt,New Mexico St.,38914,6-7,"6'7""",79.0,76.29,"6'4""",-2.71,plays_shorter,76.29,"6'4""",-2.71,plays_shorter
2020,Nick Rutherford,St. John's,38945,6-3,"6'3""",75.0,76.81,"6'5""",1.81,plays_taller,76.81,"6'5""",1.81,plays_taller
2020,Kimar Williams,Rider,38948,6-1,"6'1""",73.0,76.19,"6'4""",3.19,plays_taller,76.19,"6'4""",3.19,plays_taller
2020,Eric Hamilton,Pittsburgh,39002,6-9,"6'9""",81.0,79.87,"6'8""",-1.13,plays_shorter,79.87,"6'8""",-1.13,plays_shorter
2020,Dwayne Sutton,Louisville,39010,6-5,"6'5""",77.0,80.58,"6'9""",3.58,plays_taller,80.58,"6'9""",3.58,plays_taller
2020,Dylan Smith,Arizona,39011,6-5,"6'5""",77.0,76.99,"6'5""",-0.01,plays_at_height,76.99,"6'5""",-0.01,plays_at_height
2020,Dexter McClanahan,Nicholls St.,39015,6-4,"6'4""",76.0,75.65,"6'4""",-0.35,plays_at_height,75.65,"6'4""",-0.35,plays_at_height
2020,Trevor Stumpe,Wofford,39038,6-5,"6'5""",77.0,76.11,"6'4""",-0.89,plays_shorter,76.11,"6'4""",-0.89,plays_shorter
2020,Brevin Pritzl,Wisconsin,39106,6-3,"6'3""",75.0,76.87,"6'5""",1.87,plays_taller,76.87,"6'5""",1.87,plays_taller
2020,Mike Watkins,Penn St.,39113,6-9,"6'9""",81.0,84.92,"7'1""",3.92,plays_taller,84.92,"7'1""",3.92,plays_taller
2020,Tres Tinkle,Oregon St.,39147,6-7,"6'7""",79.0,78.79,"6'7""",-0.21,plays_at_height,78.79,"6'7""",-0.21,plays_at_height
2020,Kendal Manuel,Montana,39148,6-4,"6'4""",76.0,75.88,"6'4""",-0.12,plays_at_height,75.88,"6'4""",-0.12,plays_at_height
2020,Marcus Sheffield II,Elon,39158,6-5,"6'5""",77.0,77.09,"6'5""",0.09,plays_at_height,77.09,"6'5""",0.09,plays_at_height
2020,Spencer Haldeman,Northern Iowa,39205,6-1,"6'1""",73.0,75.03,"6'3""",2.03,plays_taller,75.03,"6'3""",2.03,plays_taller
