__season_type,__team_id,__team_name,awayScore,clock,conference,gameId,gameSourceId,gameStartDate,gameType,homeScore,homeWinProbability,id,isHomeTeam,onFloor,onFloor[0].id,onFloor[0].name,onFloor[0].team,onFloor[10].id,onFloor[10].name,onFloor[10].team,onFloor[11].id,onFloor[11].name,onFloor[11].team,onFloor[12].id,onFloor[12].name,onFloor[12].team,onFloor[13].id,onFloor[13].name,onFloor[13].team,onFloor[14].id,onFloor[14].name,onFloor[14].team,onFloor[15].id,onFloor[15].name,onFloor[15].team,onFloor[16].id,onFloor[16].name,onFloor[16].team,onFloor[17].id,onFloor[17].name,onFloor[17].team,onFloor[18].id,onFloor[18].name,onFloor[18].team,onFloor[19].id,onFloor[19].name,onFloor[19].team,onFloor[1].id,onFloor[1].name,onFloor[1].team,onFloor[2].id,onFloor[2].name,onFloor[2].team,onFloor[3].id,onFloor[3].name,onFloor[3].team,onFloor[4].id,onFloor[4].name,onFloor[4].team,onFloor[5].id,onFloor[5].name,onFloor[5].team,onFloor[6].id,onFloor[6].name,onFloor[6].team,onFloor[7].id,onFloor[7].name,onFloor[7].team,onFloor[8].id,onFloor[8].name,onFloor[8].team,onFloor[9].id,onFloor[9].name,onFloor[9].team,opponent,opponentConference,opponentId,opponentSeed,participants,participants[0].id,participants[0].name,participants[1].id,participants[1].name,period,playText,playType,scoreValue,scoringPlay,season,seasonType,secondsRemaining,shootingPlay,shotInfo,shotInfo.assisted,shotInfo.assistedBy.id,shotInfo.assistedBy.name,shotInfo.location.x,shotInfo.location.y,shotInfo.made,shotInfo.range,shotInfo.shooter.id,shotInfo.shooter.name,sourceId,team,teamId,teamSeed,tournament,wallclock
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474050,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,5872,Aaron Nkrumah,,,2,Foul on Aaron Nkrumah.,PersonalFoul,0,False,2026,regular,901,False,,,,,,,,,,,401806479118630791,Tennessee State,290,,,2026-02-07T22:44:04.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474052,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,7745,Jalen Pitre,,,2,Jalen Pitre subbing out for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631732,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474053,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,5871,Travis Harper II,,,2,Travis Harper II subbing out for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631734,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474054,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,14270,Dante Harris,,,2,Dante Harris subbing out for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631737,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474055,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,5863,Antoine Lorick III,,,2,Antoine Lorick III subbing out for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631738,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474056,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,202469,Damon Howard Jr.,,,2,Damon Howard Jr. subbing in for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631739,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474057,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,5873,Khalil London,,,2,Khalil London subbing in for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631760,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474058,True,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Western Illinois,OVC,349,,,202477,Jabrion Spikes,,,2,Jabrion Spikes subbing in for Tennessee State,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631761,Tennessee State,290,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474060,False,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Tennessee State,OVC,290,,,744,Antwaun Massey,,,2,Antwaun Massey subbing out for Western Illinois,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631763,Western Illinois,349,,,2026-02-07T22:47:16.000Z
regular,290,Tennessee State,34,15:01,OVC,211467,401806479,2026-02-07T21:30:00.000Z,STD,58,0.999,46474061,False,,7745,Jalen Pitre,Tennessee State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863,Antoine Lorick III,Tennessee State,3909,Tyran Cook,Western Illinois,4625,Goanar Biliew,Western Illinois,203335,Makai Kvamme,Western Illinois,14270,Dante Harris,Tennessee State,203336,Lucas Lorenzen,Western Illinois,5872,Aaron Nkrumah,Tennessee State,744,Antwaun Massey,Western Illinois,5871,Travis Harper II,Tennessee State,Tennessee State,OVC,290,,,14456,Francis Okwuosah,,,2,Francis Okwuosah subbing in for Western Illinois,Substitution,0,False,2026,regular,901,False,,,,,,,,,,,401806479118631764,Western Illinois,349,,,2026-02-07T22:47:16.000Z
