Rank,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T23,Dwayne Aristode,Arizona,2025-26,,27,0,405,43,88,0.489,28,61,0.459,10,17,0.588,18,52,23,15,2,12,23,124,,1.9,0.9,4.6,,0.648,1.7
25,Malachi Moreno,Kentucky,2025-26,,32,26,723,91,156,0.583,0,2,0,78,112,0.696,80,207,57,18,49,39,68,260,,6.5,1.8,8.1,,0.583,3.1
26,Darius Adams,Maryland,2025-26,,33,28,846,111,314,0.354,33,133,0.248,100,140,0.714,28,113,54,17,5,65,65,355,,3.4,1.6,10.8,,0.406,0.5
27,Eric Reibe,UConn,2025-26,,31,5,470,92,142,0.648,4,13,0.308,20,40,0.5,41,119,16,8,26,17,65,208,,3.8,0.5,6.7,,0.662,2.3
28,CJ Ingram,Florida,2025-26,,20,0,106,13,32,0.406,7,15,0.467,5,10,0.5,9,16,9,2,2,8,12,38,,0.8,0.5,1.9,,0.516,0.3
29,Alijah Arenas,USC,2025-26,,14,13,387,62,182,0.341,13,61,0.213,61,77,0.792,14,40,29,13,7,32,29,198,,2.9,2.1,14.1,,0.376,0.4
30,Sadiq White Jr,Syracuse,2025-26,,31,11,469,81,148,0.547,7,19,0.368,20,39,0.513,37,102,13,17,20,29,78,189,,3.3,0.4,6.1,,0.571,1.3
31,Niko Bundalo,Ole Miss,2025-26,,11,0,35,2,3,0.667,0,0,,2,3,0.667,1,5,0,1,1,5,2,6,,0.5,0,0.5,,0.667,0
32,Kiyan Anthony,Syracuse,2025-26,,29,2,542,77,193,0.399,18,71,0.254,59,94,0.628,11,40,26,9,6,28,18,231,,1.4,0.9,8,,0.446,0.6
33,Acaden Lewis,Villanova,2025-26,,31,31,944,152,323,0.471,25,93,0.269,60,103,0.583,13,98,165,61,3,67,61,389,,3.2,5.3,12.5,,0.509,3.3
34,London Jemison,Alabama,2025-26,,29,10,444,63,140,0.45,28,79,0.354,31,51,0.608,31,99,11,19,9,16,55,185,,3.4,0.4,6.4,,0.55,1.3
35,Kayden Mingo,Penn State,2025-26,,28,28,897,144,302,0.477,21,86,0.244,74,105,0.705,15,98,121,58,5,57,53,383,,3.5,4.3,13.7,,0.512,2
36,Mouhamed Sylla,Georgia Tech,2025-26,,16,15,344,66,114,0.579,1,4,0.25,21,49,0.429,32,115,10,12,19,23,35,154,,7.2,0.6,9.6,,0.583,1
37,Xavion Staton,BYU,2025-26,,9,0,44,2,4,0.5,0,0,,1,2,0.5,1,4,3,0,5,1,8,5,,0.4,0.3,0.6,,0.5,0.1
38,Jamier Jones,Providence,2025-26,,30,18,768,132,230,0.574,12,31,0.387,87,130,0.669,40,137,42,26,8,53,71,363,,4.6,1.4,12.1,,0.6,2.3
39,Davis Fogle,Gonzaga,2025-26,,28,1,453,90,169,0.533,13,35,0.371,43,60,0.717,33,85,38,21,13,17,29,236,,3,1.4,8.4,,0.571,2.7
