Rimfluence Rank,year,Player name,team,height_inches,class,possessions,Opp Net Rating,O Rimfluence,D Rimfluence,Rimfluence
2223,2024,Rocket Watts,Oakland,74,Sr,1734.0,-1.0586000000000126,-12.903658938228771,5.946317316931084,-6.9573416212976875
2224,2024,Josh Holloway,Samford,74,Fr,1565.0,-4.182000000000002,5.64695469683985,-12.6119157693048,-6.964961072464951
2225,2024,Kristians Feierbergs,Maine,80,Jr,3860.0,-3.406499999999994,-0.6576557584669434,-6.311454632902105,-6.969110391369049
2226,2024,TJ Hurley,Vermont,77,So,2100.0,-2.565799999999996,-2.210879981750713,-4.762645327182241,-6.973525308932954
2227,2024,Sam Thomson,Colgate,80,Sr,1488.0,-4.522499999999994,-0.6521873379291405,-6.330998478431329,-6.98318581636047
2228,2024,Colin Ruffin,Lindenwood,76,Fr,4068.0,-6.797200000000004,-2.2721190849516435,-4.714611310054981,-6.986730395006624
2229,2024,DJ Patrick,Charleston Southern,78,Jr,4977.0,0.6988000000000056,-6.96484547007925,-0.0405220339220965,-7.005367504001346
2230,2024,Dallas Howell,North Alabama,79,Jr,4185.0,-5.3339,-9.80527286533662,2.7956862602469736,-7.009586605089645
2231,2024,Matteus Case,William & Mary,77,Jr,3237.0,-4.468699999999998,2.7771312964655195,-9.787647859025938,-7.010516562560419
2232,2024,Sam Brown,Pennsylvania,75,Fr,4207.0,2.222200000000001,-5.365045062745011,-1.6479194924365603,-7.012964555181572
2233,2024,Zion Russell,Northern Illinois,74,Jr,3424.0,-2.2601999999999975,-6.522075658875386,-0.5311418042752613,-7.053217463150648
2234,2024,Antavion Collum,McNeese,81,Jr,2061.0,-5.481099999999998,-0.2492872183783729,-6.830391306695382,-7.079678525073755
2235,2024,Devean Williams,Canisius,75,So,3186.0,-5.843600000000009,-3.956904713123069,-3.123183767207407,-7.080088480330476
2236,2024,Kyran Ratliff,Louisiana,80,So,2063.0,-2.437000000000012,-6.446633710839146,-0.6416146318585227,-7.088248342697669
2237,2024,Javier Ezquerra,Wagner,73,Jr,3051.0,-8.550600000000003,1.6246195431355677,-8.71692588325186,-7.092306340116293
2238,2024,Daniel Egbuniwe,Tennessee Tech,79,So,5103.0,-6.440899999999999,-6.719050986436873,-0.3764446832019272,-7.0954956696388
2239,2024,Roscoe Eastmond,SE Louisiana,69,Sr,6107.0,-5.688100000000006,-0.8900963601957366,-6.208970526501971,-7.099066886697708
2240,2024,Bradley Dean,Miami (OH),74,Jr,2631.0,-4.376500000000007,-3.8282573338014783,-3.2748529264541113,-7.1031102602555904
2241,2024,Brandon Williams,UCLA,79,Fr,3148.0,8.1143,-5.8763066306438585,-1.2426831123267403,-7.118989742970599
2242,2024,Levi Lawal,NJIT,79,Fr,3174.0,-4.6891000000000105,-7.172137313142285,0.0375751616696717,-7.134562151472613
2243,2024,Chris Bell,Syracuse,79,So,5645.0,10.4482,-4.089073664689398,-3.057556342946855,-7.146630007636253
2244,2024,Nick McMullen,UNC Asheville,80,Sr,4468.0,-0.9571000000000112,0.4992159555530233,-7.671264935617344,-7.1720489800643215
2245,2024,Michael Ajayi,Pepperdine,79,Jr,6863.0,0.5597000000000065,-8.717827467085652,1.53636602816937,-7.181461438916282
2246,2024,Mike Saunders Jr.,McNeese,72,Jr,531.0,-10.119699999999996,-1.1017090352109538,-6.100471531468971,-7.202180566679925
2247,2024,Ben Roy,Boston University,72,So,4541.0,-9.347799999999992,-1.4477491291906666,-5.759891644537904,-7.207640773728571
2248,2024,Jayden Stone,Detroit Mercy,76,Sr,5337.0,-1.2589000000000112,-5.678502435223089,-1.5314400198166886,-7.209942455039777
2249,2024,Keenon Cole,Lindenwood,79,Sr,5754.0,-7.380399999999995,-4.152202581668392,-3.0685860495442796,-7.220788631212671
2250,2024,Diogo Seixas,San José State,80,Fr,2020.0,4.497100000000003,-5.3382372616149505,-1.9009301579556304,-7.239167419570581
2251,2024,Dylan Faulkner,Lipscomb,81,Fr,5510.0,-5.116100000000003,-6.799278585735472,-0.4425338421442564,-7.241812427879728
2252,2024,Tre Jackson,Western Carolina,73,Sr,12336.0,-1.5870000000000033,-2.8684854202502743,-4.386991864268776,-7.25547728451905
2253,2024,Joshua Ola-Joseph,Minnesota,79,So,2336.0,1.5544000000000011,-4.602589353392616,-2.6719963767936163,-7.274585730186232
2254,2024,Oumar Koureissi,Nicholls,83,Jr,2303.0,-6.6684999999999945,-4.420534943570432,-2.864300829778274,-7.284835773348707
2255,2024,Zach Hicks,Penn State,80,Jr,5489.0,9.046000000000006,-1.8795459978443816,-5.466802044529116,-7.3463480423734975
2256,2024,Ahren Freeman,UT Rio Grande Valley,79,Sr,4444.0,1.3220000000000027,11.369544266991124,-18.717243522160473,-7.347699255169349
2257,2024,Sonny Wilson,Toledo,73,Fr,5920.0,-1.7841999999999985,-5.6673473522194024,-1.6932482705305776,-7.36059562274998
2258,2024,Bryce Okpoh,Canisius,79,Sr,4025.0,-3.577500000000001,-3.5727051217607753,-3.7924445125762585,-7.365149634337033
2259,2024,Dean Noll,Stony Brook,74,Sr,5890.0,-1.8175999999999988,-0.4228029967936046,-6.965165654117101,-7.387968650910706
2260,2024,Jordan Davis,Illinois State,76,Sr,2026.0,1.672300000000007,-9.045107514009478,1.6544999255476516,-7.390607588461827
2261,2024,Gyasi Powell,Jacksonville,74,Jr,5790.0,-3.7172000000000054,-7.1003805842726795,-0.3006563860979521,-7.401036970370631
2262,2024,Daniel Sofield,Central Arkansas,79,Sr,8484.0,-7.898300000000006,-2.6841340155396964,-4.719719445875359,-7.403853461415055
2263,2024,Mikal Dawson,Akron,77,Sr,2047.0,-1.7043000000000037,-4.14889696539749,-3.2565035763844854,-7.405400541781975
2264,2024,Anthony Dell'Orso,Campbell,78,So,6345.0,-5.325299999999999,-1.606639145556871,-5.8200301700900585,-7.4266693156469294
2265,2024,Kevin Easley Jr.,Coastal Carolina,79,Jr,5155.0,-2.5777999999999963,-5.336549861169855,-2.0957534618501814,-7.432303323020037
2266,2024,DeShang Weaver,Oral Roberts,79,Sr,4936.0,-0.345799999999997,0.549140180164422,-7.981801023080244,-7.432660842915823
2267,2024,Greg Tribble,Akron,73,Sr,2794.0,-1.682299999999998,-7.375197666908479,-0.0663035272446032,-7.441501194153082
2268,2024,Jacoi Hutchinson,George Washington,75,Fr,5539.0,-0.2956000000000074,-2.9521931441924973,-4.494331876722443,-7.44652502091494
2269,2024,Luke Sutherland,Le Moyne,79,Sr,5571.0,-9.107399999999998,-6.608209367482265,-0.8403411925836224,-7.448550560065887
2270,2024,Paris Dawson,Seattle U,74,Jr,2471.0,-0.4221000000000003,-4.678499662430463,-2.772609203068896,-7.451108865499359
2271,2024,Jordan Simpson,South Carolina State,77,So,2778.0,-3.9337000000000018,0.1437814975916911,-7.600459911617064,-7.456678414025372
2272,2024,David Brown III,Loyola Maryland,77,Jr,5142.0,-7.295500000000004,-4.279589210953692,-3.1790187489549098,-7.458607959908602
2273,2024,Xzayvier Brown,Saint Joseph's,74,Fr,2573.0,2.937899999999999,1.48895882878931,-8.957193945624931,-7.468235116835622
2274,2024,Justice Williams,Robert Morris,76,Jr,14178.0,-3.685600000000008,-5.693439952049765,-1.7791310245864995,-7.472570976636264
2275,2024,Derrick Tezeno,Southern,77,Jr,4282.0,-8.47999999999999,-2.8854975501438913,-4.588060651601809,-7.473558201745701
2276,2024,Deshawn Jean-Charles,Chicago State,79,So,1993.0,-3.934100000000001,-10.664520890941803,3.1844622169720154,-7.480058673969788
2277,2024,B.B. Knight,Lamar,78,So,4325.0,-8.483699999999999,-2.372203410442056,-5.112761788446742,-7.484965198888798
2278,2024,Kjell de Graaf,NJIT,82,Sr,1808.0,-4.088300000000004,-5.464142761668738,-2.02125641987672,-7.485399181545458
2279,2024,Antrell Charlton,Fordham,77,Sr,5082.0,1.1766999999999967,-0.9195660048261554,-6.5707954632355365,-7.490361468061692
2280,2024,Arecko Gipson,Mississippi Valley State,79,Sr,4616.0,-1.687399999999997,-9.712194869251068,2.2007783471898237,-7.5114165220612445
2281,2024,Kwo Agwa,East Texas A&M,78,Jr,2967.0,-8.2269,2.2856652858654884,-9.79950217648739,-7.513836890621902
2282,2024,Allen Strothers,East Tennessee State,73,So,2288.0,-1.5743999999999971,-3.684738688058059,-3.843912148723867,-7.528650836781926
2283,2024,Jacob Conner,Marshall,82,So,5691.0,-0.6473999999999904,-4.669438455571678,-2.8602977606994733,-7.529736216271151
2284,2024,PJ Hayes IV,San Diego,78,Sr,4786.0,-0.4395999999999986,-5.0322250465718765,-2.5113644564434363,-7.543589503015313
2285,2024,Omari Peek,Alabama A&M,78,Sr,1549.0,-6.442900000000009,-7.550598353577371,-0.0214350167222336,-7.5720333702996045
2286,2024,Derrick Butler,Central Michigan,74,Jr,5221.0,-4.468699999999998,-1.9742295232953095,-5.6050033522753,-7.57923287557061
2287,2024,Latrell Jossell,Stephen F. Austin,71,Sr,5118.0,-1.3263999999999925,-3.0632300374775734,-4.530321729454148,-7.593551766931721
2288,2024,Russell Jones Jr.,Western Carolina,68,Sr,9691.0,-1.503999999999991,-3.04489207943568,-4.550802033428489,-7.5956941128641695
2289,2024,Troy D'Amico,Southern Illinois,79,Jr,6287.0,1.0418000000000092,1.6331893975716936,-9.239891859322942,-7.606702461751248
2290,2024,Kehlin Farooq,Texas Southern,78,Jr,891.0,2.8902999999999963,-5.514034884044435,-2.0955512017136164,-7.6095860857580515
2291,2024,Titus Wright,Western Michigan,80,Sr,3611.0,-3.2432000000000016,-1.5013325107297986,-6.12672705057625,-7.628059561306048
2292,2024,Jaeden Marshall,Omaha,76,Jr,2733.0,-2.8337999999999965,-8.20387051957191,0.5675831767508268,-7.636287342821083
2293,2024,Cam Morris III,UMass Lowell,80,Jr,4990.0,-5.1738,-0.4850201079977038,-7.16040535639419,-7.645425464391893
2294,2024,Chaz Lanier,North Florida,77,Jr,6377.0,-4.549400000000006,1.0395726288013156,-8.710206840178053,-7.670634211376737
2295,2024,Hunter Woods,Portland State,78,Sr,2126.0,-4.017600000000002,0.723533553566829,-8.401039885197093,-7.677506331630264
2296,2024,Ray Harrison,Grand Canyon,76,Jr,3238.0,0.6043000000000092,-4.6424482782677945,-3.0388668918704607,-7.681315170138255
2297,2024,Clayton Southwick,Stephen F. Austin,80,Jr,2741.0,-0.645700000000005,-4.022355198028274,-3.6731951725254817,-7.695550370553756
2298,2024,Marcus Hill,Bowling Green,76,Jr,3633.0,-5.923500000000004,-2.3007776448819763,-5.413212586552733,-7.713990231434709
2299,2024,Garrett Tipton,Bellarmine,77,Sr,5456.0,-1.043300000000002,-9.52702565100288,1.805940100664207,-7.721085550338673
2300,2024,Kareem Rozier,Duquesne,69,So,2762.0,5.073599999999999,-8.227644273904646,0.5060069929455451,-7.721637280959101
2301,2024,Desmond Williams,UT Martin,73,Sr,3680.0,-7.711199999999991,-2.462419404886987,-5.27376380423187,-7.736183209118858
2302,2024,Kamar Robertson,Western Carolina,72,Sr,6945.0,-3.7579000000000065,-7.036213187636502,-0.7041485903336406,-7.740361777970143
2303,2024,Jaden Winston,Manhattan,72,Fr,6132.0,-4.448599999999999,-9.437304395367168,1.692234960177946,-7.745069435189221
2304,2024,Isaiah Richards,Gardner-Webb,82,Jr,3218.0,0.2464000000000084,-3.296747626919154,-4.478704054810932,-7.775451681730086
2305,2024,Matteo Picarelli,Temple,74,Sr,5133.0,1.0281999999999982,-5.487225092395628,-2.2910483430373643,-7.778273435432991
2306,2024,Milos Uzan,Oklahoma,76,So,5806.0,8.619600000000005,-0.7061406342070695,-7.114790947700241,-7.820931581907311
2307,2024,DJ Burns,NC State,79,Sr,4482.0,-5.575599999999994,-2.278758776224353,-5.5558952550181875,-7.834654031242541
2308,2024,Doug Edert,Bryant,74,Sr,3082.0,-3.299999999999997,2.5140707280839565,-10.369070071221472,-7.854999343137516
2309,2024,TJ Long,Vermont,76,So,2798.0,-2.302900000000008,-1.5945697183861405,-6.293992220167517,-7.888561938553657
2310,2024,Shawn Fulcher,Buffalo,72,So,4884.0,-2.7665000000000077,-0.4609820318040316,-7.428039785097164,-7.889021816901196
2311,2024,Lassina Traore,Long Beach State,82,Jr,3398.0,-1.2964000000000055,-2.39072817084818,-5.506248678030101,-7.89697684887828
2312,2024,Christian May,Towson,77,So,2771.0,-1.1648999999999887,-0.48057145547283,-7.433882298915814,-7.914453754388644
2313,2024,Adam Clark,Merrimack,70,Fr,5955.0,-8.653800000000004,-6.726218523187249,-1.1955051196783542,-7.9217236428656035
2314,2024,Quincy Anderson,Murray State,76,Sr,4946.0,3.140100000000004,-4.459540014774564,-3.4693234094780525,-7.928863424252617
2315,2024,Chaunce Jenkins,Old Dominion,76,Jr,6635.0,-0.9749999999999944,-6.664511970318404,-1.2778508788067318,-7.942362849125136
2316,2024,Mikale Stevenson,Grambling,74,Fr,1622.0,-3.2423,-2.3389159120053544,-5.607242001213978,-7.9461579132193325
2317,2024,Michael Imariagbe,Houston Christian,79,Jr,4910.0,-3.6637000000000057,2.6425454451462667,-10.588981993167009,-7.946436548020742
2318,2024,D'Avian Houston,Longwood,,,5222.0,-3.575400000000002,-6.751166970949755,-1.2065823116109355,-7.95774928256069
2319,2024,Jalin Sinclair,Lehigh,70,Sr,2888.0,-3.2002999999999986,-5.061297179017263,-2.8971046360608264,-7.958401815078089
2320,2024,CJ Hines,Alabama State,74,Jr,5654.0,-4.404499999999999,-0.4553207113068224,-7.511085839744858,-7.966406551051681
2321,2024,Nasir DeGruy,Abilene Christian,76,So,2509.0,-0.783299999999997,-5.012204460108541,-2.954929327016898,-7.967133787125439
2322,2024,Jose Placer,South Florida,73,Sr,1463.0,1.7874000000000052,0.8493000333619672,-8.83509479656636,-7.985794763204392
2323,2024,Quincy Clark,Jacksonville State,74,Jr,6193.0,-2.6140000000000043,-7.683349567432634,-0.3399635608560731,-8.023313128288708
2324,2024,Jaron Rillie,Northern Colorado,75,Sr,2818.0,-4.9299000000000035,-0.1409760935841224,-7.905336730348977,-8.0463128239331
2325,2024,Jordan Lathon,Morehead State,76,Sr,2881.0,-5.666800000000009,-2.869061241246205,-5.180455437436699,-8.049516678682904
2326,2024,KJ Jenkins,UNC Wilmington,74,Sr,4640.0,-1.47229999999999,-6.625933336125593,-1.4547397116048475,-8.080673047730441
2327,2024,Donovan Rivers,Jacksonville,81,Fr,3388.0,-2.896500000000003,-8.821715768347119,0.7123527701215957,-8.109362998225523
2328,2024,K'Jei Parker,Florida A&M,74,Fr,4317.0,-0.5293999999999954,-3.971650104637833,-4.144500170978934,-8.116150275616768
2329,2024,Lahat Thioune,South Dakota,82,Sr,5446.0,-5.608800000000002,-10.01027027629656,1.875788723534888,-8.13448155276167
2330,2024,Ryan Sabol,Buffalo,74,Fr,5720.0,-2.5134000000000043,-6.295307914010499,-1.8753724332684245,-8.170680347278923
2331,2024,Quincy Ademokoya,Kennesaw State,78,Sr,5202.0,-4.742500000000007,-5.3298070450927915,-2.8466664071611767,-8.176473452253969
2332,2024,Ryan Pettit,Lafayette,73,So,3140.0,-7.4110999999999905,0.6445441371560654,-8.841457192281373,-8.196913055125307
2333,2024,TJ Wainwright,Robert Morris,75,So,8818.0,-4.967500000000001,-6.854874598536737,-1.3565162718767183,-8.211390870413457
2334,2024,Carlos Hart,New Orleans,78,Jr,3583.0,-4.365399999999994,-7.708508683688182,-0.5149434153364636,-8.223452099024644
2335,2024,Corey Tripp,Wofford,74,Jr,5969.0,-0.0272999999999967,-6.789159054467971,-1.4347687304988814,-8.223927784966852
2336,2024,Dominick Harris,Loyola Marymount,75,Jr,3996.0,0.517799999999994,-8.721684634815288,0.4891445370951055,-8.232540097720182
2337,2024,Kalen Garry,South Dakota State,75,Fr,2708.0,-1.8260999999999967,-5.199182488332588,-3.0499501798566047,-8.249132668189192
2338,2024,Adam Hess,NJIT,78,Sr,5197.0,-3.503700000000009,-1.422008384044164,-6.843282789780546,-8.26529117382471
2339,2024,Shemar Wilson,UT Arlington,81,Sr,6395.0,2.2031999999999954,-7.183004538877158,-1.091652400556618,-8.274656939433775
2340,2024,Jalen Jordan,Middle Tennessee,75,Sr,3059.0,0.3516999999999939,-2.8554285881853954,-5.4353804579494955,-8.290809046134891
2341,2024,Ethan Okwuosa,Boston University,75,Jr,5084.0,-8.890699999999995,-7.292093334048373,-1.0031677913172787,-8.295261125365652
2342,2024,Jaden Cooper,Columbia,75,Jr,2335.0,-2.5127000000000095,-4.913717441070762,-3.3844013298341853,-8.298118770904948
2343,2024,Mustapha Amzil,New Mexico,81,So,1936.0,7.305999999999997,-4.250670370144547,-4.047542929388243,-8.29821329953279
2344,2024,Chase Adams,Jackson State,68,Sr,8365.0,-3.5183999999999997,3.8286199683093343,-12.129866949034612,-8.301246980725278
2345,2024,Aidan Carpenter,Sacred Heart,77,Sr,4604.0,-10.433999999999996,-1.7133059141129547,-6.607534547575507,-8.320840461688462
2346,2024,Mouhamed Sow,Saint Peter's,81,So,2021.0,-4.296199999999999,-5.140271353770685,-3.1833327350209055,-8.32360408879159
2347,2024,Joshua Ingram,Lehigh,76,Fr,4511.0,-8.993200000000002,-3.876895005559723,-4.450303907538219,-8.327198913097941
2348,2024,Jay'Den Turner,Georgia State,77,Jr,6290.0,-1.5951999999999913,-10.68495867189389,2.356048158751967,-8.328910513141922
2349,2024,Jonathan Aku,Grambling,83,Sr,2361.0,-3.629799999999989,-3.027388057231832,-5.31450341693942,-8.341891474171252
2350,2024,Jalen Cobb,Mercer,73,Sr,3708.0,-2.830399999999998,-7.382873647322748,-0.9685803389431786,-8.351453986265927
2351,2024,Trae Broadnax,South Carolina Upstate,76,Jr,5895.0,-1.503999999999991,-9.24464868440268,0.8824477645844326,-8.362200919818248
2352,2024,Mickey Pearson Jr.,Ball State,80,Jr,6244.0,-7.584299999999999,-4.97478603946161,-3.4242670967655453,-8.399053136227156
2353,2024,Donovan Newby,UNC Wilmington,73,Sr,4244.0,-1.6239999999999952,-8.138007286146763,-0.2829251957535686,-8.420932481900332
2354,2024,Christian Moore,The Citadel,73,So,772.0,-2.182299999999998,0.1776440425006714,-8.599717916234567,-8.422073873733895
2355,2024,Ja'Monta Black,Austin Peay,75,Sr,3544.0,-4.309100000000001,-0.8095016923533018,-7.620653374540874,-8.430155066894176
2356,2024,Jamie Bergens,Drexel,74,Sr,1621.0,-3.0559999999999974,-4.561179074946981,-3.878322219893793,-8.439501294840774
2357,2024,Symir Torrence,Binghamton,75,Sr,4288.0,-3.612999999999999,-2.605179459541912,-5.840101358812185,-8.445280818354096
2358,2024,Bryce Baker,Old Dominion,77,So,4365.0,-0.772500000000008,-2.099145665015313,-6.370626594647401,-8.469772259662715
2359,2024,Dejour Reaves,Northern Colorado,72,Jr,2664.0,-4.4162000000000035,0.5325933436815378,-9.005528221607321,-8.472934877925784
2360,2024,Timmy Adedire,North Carolina Central,76,Jr,2950.0,-12.531099999999997,0.1456131358831642,-8.61905873256531,-8.473445596682147
2361,2024,Ametri Moss,North Florida,72,Jr,2516.0,-0.8114000000000061,-10.714779603287528,2.2368892483348253,-8.477890354952702
2362,2024,Devan Sapp,UMBC,76,Jr,4014.0,-5.7975999999999885,-1.6279148006277584,-6.889926011088374,-8.517840811716132
2363,2024,Jackson Prince,Towson,80,Jr,9.0,-7.160499999999999,-1.6152204524272893,-6.911027285384954,-8.526247737812243
2364,2024,Beau Becker,Air Force,79,Jr,7634.0,1.778800000000004,-8.649682195711955,0.1144054940509955,-8.53527670166096
2365,2024,Yuri Covington,UMass Lowell,73,Jr,5612.0,-5.4317999999999955,-1.955584981060042,-6.585564216047055,-8.541149197107096
2366,2024,Jimel Lane,Northwestern State,79,So,3659.0,-6.6610999999999905,-5.507614988110719,-3.069069501179495,-8.576684489290214
2367,2024,Martaz Robinson,Delaware State,,,6416.0,-6.018100000000004,-7.577476586366042,-1.0028265176485012,-8.580303104014543
2368,2024,Mekhi Lowery,Towson,79,Fr,1552.0,-1.2121999999999955,-4.383401821239121,-4.202973312144062,-8.586375133383182
2369,2024,Elvin Edmonds IV,Bucknell,74,Jr,3751.0,-9.595300000000009,-1.889059373974649,-6.705683304211632,-8.594742678186282
2370,2024,Jarius Cook,Jacksonville,75,Sr,4354.0,-3.999900000000011,-6.427029850676041,-2.1681287379830163,-8.595158588659057
2371,2024,Marques Warrick,Northern Kentucky,75,Sr,7352.0,-3.2132000000000005,-3.3988900251487317,-5.203978875431601,-8.602868900580333
2372,2024,Dan Petcash,Binghamton,76,Sr,5011.0,-3.433099999999996,-9.445899607006677,0.8314429009254711,-8.614456706081203
2373,2024,Caleb Blackwell,Alabama A&M,72,So,1025.0,-4.493499999999997,0.6375361416925496,-9.276168197993014,-8.638632056300464
2374,2024,Otto Landrum,Boston University,81,So,4743.0,-8.952600000000004,-0.5084570998451416,-8.13025919554469,-8.638716295389832
2375,2024,KJ Allen,Portland State,78,Sr,4655.0,-4.4983,-9.6487229245593,1.0062520219010835,-8.642470902658216
2376,2024,Danny Washington,Mississippi Valley State,72,Sr,4725.0,-5.018600000000006,-5.395665375845249,-3.249142156614798,-8.644807532460048
2377,2024,Joshua Lusane,Hampton,79,Sr,3232.0,-5.454599999999999,-6.38156005964903,-2.268251410933478,-8.649811470582508
2378,2024,Burke Chebuhar,Lehigh,80,Sr,4577.0,-8.546300000000002,-0.9379184195979816,-7.733753971033856,-8.671672390631837
2379,2024,Kaiyem Cleary,Le Moyne,78,Sr,5401.0,-9.722100000000012,-5.813119313227488,-2.8697295221243384,-8.682848835351827
2380,2024,Chandler Turner,Radford,79,Sr,5107.0,-1.9621000000000064,-5.475915037383169,-3.209354473606376,-8.685269510989546
2381,2024,Zach Bloch,Northern Colorado,74,Jr,2256.0,-4.942099999999996,-2.7553808633113586,-5.93602943735551,-8.691410300666869
2382,2024,Khristian Lander,Western Kentucky,75,Sr,1861.0,-2.7221000000000117,-6.497352379976856,-2.1989089614341046,-8.696261341410962
2383,2024,Ebby Asamoah,East Tennessee State,77,Sr,6084.0,-0.8843999999999994,-6.1044562965426294,-2.594212842108168,-8.698669138650796
2384,2024,Saint Thomas,Northern Colorado,79,Jr,3431.0,-4.335099999999997,-4.924493794108317,-3.781601502723911,-8.706095296832228
2385,2024,Devin Ceaser,Old Dominion,73,So,3753.0,-0.1996000000000037,-0.8536159512764979,-7.870318810676845,-8.723934761953343
2386,2024,Preston Ruedinger,Green Bay,74,So,3998.0,-3.4950999999999937,-7.534663590276051,-1.1926355096749313,-8.727299099950983
2387,2024,Will Eames,Green Bay,79,Sr,2386.0,-3.2412999999999954,-8.292622254445398,-0.4465811297041471,-8.739203384149546
2388,2024,Tahron Allen,Wagner,76,Jr,2327.0,-8.814800000000005,-1.8434559024806147,-6.9071369139111845,-8.7505928163918
2389,2024,Matt Hayman,Stephen F. Austin,77,Jr,5033.0,-1.0604000000000011,1.0809753820382073,-9.860391732881055,-8.779416350842848
2390,2024,Paul McMillan IV,Central Michigan,74,So,4053.0,-4.0323999999999955,-0.9159758835295372,-7.8670893283247905,-8.783065211854328
2391,2024,Adante' Holiman,UTSA,72,So,2556.0,-5.203800000000001,-2.0747053424624484,-6.711047813010699,-8.785753155473149
2392,2024,Guy Ragland Jr.,Cornell,80,Jr,1516.0,-0.1806999999999874,-7.007521044096277,-1.7817330293526843,-8.789254073448962
2393,2024,Isaiah Addo-Ankrah,Denver,79,Sr,5092.0,-4.451299999999989,-5.813634162499011,-2.977806724292809,-8.79144088679182
2394,2024,Yame Butler,Drexel,77,Sr,2575.0,-2.836500000000001,-0.5000300625101914,-8.301995445731531,-8.802025508241723
2395,2024,Isaiah Barnes,Tulsa,79,So,4297.0,-1.4227999999999952,-3.4428513196150283,-5.360059878723973,-8.802911198339002
2396,2024,Nick Dorn,Elon,79,Fr,3648.0,-5.89139999999999,-4.994542507317828,-3.831548302304838,-8.826090809622666
2397,2024,Isaiah Stafford,Valparaiso,74,Jr,6177.0,2.4720999999999975,-0.5666280510906758,-8.272523084602572,-8.839151135693248
2398,2024,Noah Reynolds,Green Bay,75,Jr,5119.0,-4.5279000000000025,-2.8736016114068557,-6.008804716151306,-8.882406327558162
2399,2024,Aaron Clarke,Stony Brook,73,Sr,6109.0,-0.5613000000000028,-2.532687556405911,-6.369962625825144,-8.902650182231055
2400,2024,Darius Beane,Lindenwood,75,Sr,5501.0,-7.500700000000009,0.1939243974839457,-9.099272063981893,-8.905347666497947
2401,2024,Muneer Newton,UAlbany,77,Jr,6450.0,-2.8155,-0.0688699944081254,-8.838803405135202,-8.907673399543327
2402,2024,Belal El Shakery,Wofford,80,Fr,2082.0,1.2831999999999937,-4.706889661116415,-4.202621307355368,-8.909510968471784
2403,2024,Trevan Leonhardt,Utah Valley,76,Fr,2583.0,2.6063999999999936,-6.096153208426875,-2.83300643078987,-8.929159639216746
2404,2024,Tyson Jackson,New Orleans,81,Sr,4747.0,-5.663700000000006,-5.255003373627952,-3.695480245038376,-8.950483618666329
2405,2024,Wesley Oba,Delaware State,,,5039.0,-7.108499999999992,-9.882630394006377,0.9152261767015402,-8.967404217304836
2406,2024,Jedy Cordilia,Mount St. Mary's,81,Jr,3310.0,-7.559200000000004,-6.661317129346013,-2.3305172961186593,-8.991834425464672
2407,2024,Jonathan Beagle,UAlbany,82,So,7562.0,-4.887500000000003,-9.898687578101924,0.9047246079471334,-8.99396297015479
2408,2024,Joe Munden Jr.,Fairleigh Dickinson,75,Sr,4844.0,-8.763599999999997,-5.927538144267289,-3.068153591438901,-8.99569173570619
2409,2024,Tyler Stephenson-Moore,Stony Brook,75,Sr,6825.0,-2.070700000000002,-4.686359704870236,-4.313430152848702,-8.999789857718937
2410,2024,Cam Bryant,Georgia Southern,79,Sr,4271.0,-0.1837999999999908,-5.929446582826121,-3.0871438414518413,-9.016590424277965
2411,2024,Jeramiah Israel,Northern Kentucky,75,Fr,2421.0,-2.5174999999999983,-6.896630340755878,-2.134619897910532,-9.03125023866641
2412,2024,Isaiah Rivera,UIC,77,Sr,6457.0,2.4099999999999966,-4.43534661585069,-4.606839925915777,-9.042186541766466
2413,2024,Jason Spurgin,Bowling Green,84,Sr,3097.0,-6.4587999999999965,-7.823943890966892,-1.2272222930711858,-9.051166184038076
2414,2024,Jaylen Stinson,Merrimack,74,Jr,3164.0,-6.048699999999997,-4.522888800175051,-4.5342939567739275,-9.05718275694898
2415,2024,Malik Mack,Harvard,74,Fr,4790.0,0.0781999999999953,-9.633083244072164,0.5641773742372862,-9.06890586983488
2416,2024,Jasman Sangha,Cal State Northridge,80,Jr,2850.0,-4.930300000000003,-3.684763819485343,-5.38657404389123,-9.071337863376574
2417,2024,Brayden Reynolds,Fairleigh Dickinson,73,So,3956.0,-10.623800000000005,1.5640793266803543,-10.662824617606397,-9.09874529092604
2418,2024,Corey McKeithan,Rider,74,Sr,4630.0,-2.951599999999999,-12.160815630473657,3.056356223876615,-9.10445940659704
2419,2024,EJ Bellinger,Tennessee State,76,Sr,5497.0,-7.112499999999997,-7.417009160039623,-1.6965997018400367,-9.113608861879658
2420,2024,Dayne Prim,Texas A&M-Corpus Christi,78,Sr,1383.0,-6.2483,-8.695266460050625,-0.4275548780603269,-9.122821338110953
2421,2024,JoVon McClanahan,Hawai'i,70,Sr,4293.0,-2.9572000000000003,-7.092052834223788,-2.0423792847588538,-9.13443211898264
2422,2024,Jaden Grant,Florida International,71,Jr,2349.0,-1.842100000000002,-0.037387425270117,-9.098090963533064,-9.13547838880318
2423,2024,Jaylen Jones,Tennessee State,72,Fr,4523.0,-7.254500000000007,1.6513310544058788,-10.78776497917084,-9.136433924764962
2424,2024,Brandon Whitney,Montana,73,Sr,3172.0,-4.401700000000005,0.3528121113543729,-9.494054519854702,-9.141242408500329
