Rimfluence Rank,year,Player name,team,height_inches,class,possessions,Opp Net Rating,O Rimfluence,D Rimfluence,Rimfluence
1,2024,Donovan Clingan,UConn,86,So,2696.0,11.240399999999994,12.303674602212304,24.991701605420833,37.29537620763314
2,2024,Zach Edey,Purdue,88,Sr,3635.0,14.8378,14.017752860842318,19.774040025881433,33.791792886723755
3,2024,N'Faly Dante,Oregon,83,Sr,1933.0,13.6798,15.310075480340148,14.856107902266478,30.166183382606626
4,2024,Tyler Wahl,Wisconsin,81,Sr,2874.0,13.477499999999992,9.482660370676676,19.142702322581172,28.62536269325785
5,2024,Amari Williams,Drexel,84,Sr,3844.0,-2.219300000000004,13.82955421214931,13.056769198443618,26.88632341059293
6,2024,Oso Ighodaro,Marquette,81,Sr,3406.0,12.8609,6.6764382800255655,20.09741758494451,26.773855864970074
7,2024,PJ Hall,Clemson,82,Sr,2384.0,11.285200000000003,10.696094699378866,14.251660972237197,24.947755671616065
8,2024,Dain Dainja,Illinois,81,Jr,1208.0,7.27239999999999,9.32455419408436,15.026284299483605,24.350838493567963
9,2024,Harlan Obioha,Niagara,84,So,4940.0,-7.945999999999998,6.011347033376074,18.237801542645403,24.249148576021476
10,2024,Chase Ross,Marquette,76,So,1986.0,13.224800000000002,8.44063408488924,15.7801592054161,24.22079329030534
11,2024,Oumar Ballo,Arizona,84,Sr,3090.0,11.5295,5.465238664626044,18.36823109696242,23.83346976158846
12,2024,Keba Keita,Utah,80,So,1744.0,8.574600000000004,11.023561147246944,12.700688311126685,23.724249458373627
13,2024,Shemarri Allen,UCF,76,Sr,2399.0,7.540499999999994,8.471691334963372,14.79068052802244,23.262371862985812
14,2024,Quinten Post,Boston College,84,Sr,3276.0,8.0,12.15644673115375,11.033434620994273,23.18988135214802
15,2024,Curtis Williams,Pepperdine,78,Fr,780.0,10.179000000000002,15.784829481880278,7.0327155337653835,22.817545015645663
16,2024,Tae Davis,Notre Dame,81,So,4807.0,8.331699999999998,15.24504029865908,7.333364772944662,22.578405071603743
17,2024,Pharrel Payne,Minnesota,81,So,2561.0,9.925200000000004,6.973938365112472,15.581824370064774,22.555762735177247
18,2024,Andrew Carr,Wake Forest,83,Sr,9085.0,8.607700000000008,7.792866332242333,14.657636421424344,22.450502753666676
19,2024,KC Ibekwe,Oregon State,82,So,3255.0,7.695800000000005,5.814019436334034,16.623835068628047,22.437854504962083
20,2024,Donta Scott,Maryland,80,Sr,5759.0,9.527899999999988,6.72923313621459,15.585932183513616,22.315165319728205
21,2024,David N'Guessan,Kansas State,81,Sr,5140.0,10.093699999999998,3.5950884188743784,18.61007928462456,22.20516770349894
22,2024,Logan Imes,Notre Dame,76,Fr,3227.0,10.8677,12.315725992888794,9.80210304295646,22.117829035845254
23,2024,Aubin Gateretse,Stetson,83,Jr,2737.0,-2.9838000000000022,3.2983810878092843,18.77955641477376,22.07793750258304
24,2024,Frankie Collins,Arizona State,74,Jr,8605.0,9.745100000000008,9.812729909279518,12.181350406395552,21.99408031567507
25,2024,Bensley Joseph,Miami,74,Jr,6452.0,8.114900000000006,8.525376866423684,13.409307928213154,21.934684794636837
26,2024,Fardaws Aimaq,California,83,Sr,5809.0,8.248800000000003,7.467080541585641,14.424424822329932,21.891505363915577
27,2024,Collin Murray-Boyles,South Carolina,80,Fr,1692.0,11.651700000000003,12.228809534840163,9.630059644831466,21.85886917967163
28,2024,Nate Tshimanga,Utah Valley,82,Jr,2720.0,0.8179999999999978,10.004299330959842,11.47504940537147,21.47934873633131
29,2024,Shakeel Moore,Mississippi State,73,Sr,4434.0,11.980800000000002,9.873224187803377,11.605780245684,21.479004433487376
30,2024,Ryan Kalkbrenner,Creighton,85,Sr,3558.0,12.434399999999997,-2.391184641379599,23.67801104371214,21.28682640233254
31,2024,Jalen Thomas,Tarleton State,82,Sr,109.0,9.869599999999991,12.18955760453282,9.057936429712548,21.247494034245367
32,2024,Tafara Gapare,Georgia Tech,81,So,5443.0,10.067799999999991,6.651782526858222,14.369244288618084,21.021026815476304
33,2024,Andre Screen,Butler,85,Sr,1201.0,11.005200000000002,9.72083190917259,11.013794146616991,20.734626055789583
34,2024,Drew Cisse,Western Illinois,83,Jr,5344.0,-7.524699999999996,6.043314447208429,14.641258250033443,20.684572697241876
35,2024,Motiejus Krivas,Arizona,86,Fr,1453.0,8.1734,1.9790144085986148,18.667651490446165,20.64666589904478
36,2024,Jalen Warley,Florida State,79,Jr,4997.0,10.752899999999997,12.48145770524016,8.103429466703254,20.584887171943414
37,2024,Austin Williams,Rutgers,76,Sr,2497.0,12.239400000000003,9.297716077409309,11.067657594956,20.36537367236531
38,2024,Jordan Geronimo,Maryland,78,Sr,4312.0,7.887,7.150636600205154,13.159355886365187,20.309992486570344
39,2024,Solomon Washington,Texas A&M,79,So,2259.0,11.7179,6.529154456243086,13.725061167035188,20.254215623278274
40,2024,Julian Roper II,Notre Dame,76,Jr,4233.0,8.446399999999997,11.13081961246068,9.112970148091584,20.243789760552264
41,2024,Hamed Olayinka,Utah Tech,81,So,3969.0,-0.2330000000000041,7.146998102915848,13.08962025389234,20.236618356808187
42,2024,Hassan Diarra,UConn,74,Sr,2986.0,10.587500000000006,7.886412008318847,12.323449608603852,20.209861616922694
43,2024,Jesus Carralero Martin,Missouri,79,Sr,1941.0,11.382900000000006,5.680074737360104,14.385911664325912,20.065986401686015
44,2024,Moussa Cisse,Ole Miss,84,Sr,2775.0,12.682299999999998,7.174873042852445,12.841169191184507,20.016042234036952
45,2024,Casey Morsell,NC State,75,Sr,5482.0,10.5111,8.365077437282741,11.615410164942467,19.98048760222521
46,2024,Kyshawn George,Miami,80,Fr,4598.0,8.857600000000005,3.494232883128646,16.45486992590161,19.949102809030254
47,2024,Isaac Johnson,Utah State,84,So,1539.0,8.082000000000008,5.700642214187864,14.183053294296936,19.8836955084848
48,2024,Jesse Edwards,West Virginia,83,Sr,3933.0,9.957300000000004,2.6193747146863964,17.236064586775846,19.855439301462244
49,2024,Lawson Lovering,Utah,85,Jr,1905.0,9.5813,5.9878934935839245,13.815596867160568,19.803490360744497
50,2024,Hakim Hart,Villanova,80,Sr,2034.0,11.916600000000004,14.185157535563476,5.616719476239631,19.801877011803107
51,2024,Trevin Dorius,Utah Valley,84,Sr,5030.0,0.7706999999999908,6.9060697674011156,12.878961093270792,19.78503086067191
52,2024,Ven-Allen Lubin,Vanderbilt,80,So,4357.0,13.257099999999994,11.612041124540983,8.150398812055528,19.762439936596515
53,2024,Shawn Phillips Jr.,Arizona State,84,So,4610.0,10.8562,7.290666338925454,12.382674468313674,19.67334080723913
54,2024,Roddy Gayle Jr.,Ohio State,77,So,3302.0,9.065600000000003,12.20204736010227,7.263028816271628,19.4650761763739
55,2024,Kyle Filipowski,Duke,84,So,3143.0,9.8455,13.709539866405583,5.450629184509283,19.160169050914867
56,2024,Robbie Beran,Virginia Tech,81,Sr,2254.0,8.860600000000005,11.02529519644831,7.991607022940467,19.016902219388776
57,2024,Daniel Rivera,Bryant,78,Jr,7113.0,-3.293300000000002,11.966289565801135,7.013836350849658,18.980125916650795
58,2024,Dylan Disu,Texas,81,Sr,1786.0,15.019099999999996,8.507622592330458,10.418735104837769,18.92635769716823
59,2024,Jamichael Davis,Rutgers,73,Fr,4417.0,11.163200000000003,7.646839192184141,11.232216495474722,18.879055687658862
60,2024,Nick Pringle,Alabama,82,Sr,1737.0,14.176199999999994,5.702290396211849,13.167202172102977,18.869492568314826
61,2024,John-Michael Wright,Oklahoma State,73,Sr,8146.0,9.919999999999987,8.097905310967304,10.735873159231009,18.83377847019831
62,2024,Miles Kelly,Georgia Tech,78,Jr,8941.0,10.110200000000006,14.967892461095223,3.6817296644233672,18.649622125518594
63,2024,Eduardo Andre,Fresno State,83,Sr,2696.0,2.3969000000000023,9.042105459456192,9.590774779405775,18.632880238861972
64,2024,Donovan Dent,New Mexico,74,So,3385.0,6.283599999999993,10.059245157761048,8.542108759535127,18.601353917296173
65,2024,Makhi Mitchell,Arkansas,81,Sr,3821.0,9.339299999999994,7.032369261913919,11.567201433351588,18.599570695265506
66,2024,Jaedon LeDee,San Diego State,81,Sr,3155.0,10.7821,9.121561617155006,9.46825214999941,18.589813767154418
67,2024,K.T. Raimey,DePaul,75,Sr,6850.0,11.77940000000001,8.17128988725893,10.416296204111546,18.587586091370476
68,2024,Cameron Hildreth,Wake Forest,76,Jr,10606.0,8.542199999999994,7.698071005301018,10.818483335604256,18.516554340905273
69,2024,Tolu Smith,Mississippi State,83,Sr,3409.0,15.5856,3.265837158295705,15.208930983763477,18.474768142059183
70,2024,Adem Bona,UCLA,82,So,4859.0,7.289600000000007,9.391192765755523,9.00231028190007,18.393503047655592
71,2024,Lamont Butler,San Diego State,74,Sr,2760.0,10.19120000000001,8.729291789090533,9.622131798110097,18.351423587200628
72,2024,AJ Storr,Wisconsin,79,So,2901.0,14.011700000000005,13.483893976419177,4.786706496370531,18.270600472789702
73,2024,Otega Oweh,Oklahoma,76,So,4755.0,7.674599999999998,15.222167797104902,3.02893339839872,18.251101195503622
74,2024,Rollie Worster,Utah,76,Sr,1676.0,8.909300000000002,11.660877903509943,6.588346137203667,18.249224040713617
75,2024,Dillon Hunter,Clemson,76,So,1130.0,9.69149999999999,9.227262938752672,9.00543543935196,18.232698378104633
76,2024,Jaden Henley,DePaul,79,So,9163.0,13.1438,10.049230350581093,7.931109418787119,17.98033976936821
77,2024,Grant Nelson,Alabama,83,Sr,2621.0,14.845700000000008,5.5058061738999164,12.471787937294708,17.977594111194623
78,2024,David Joplin,Marquette,79,Jr,2962.0,13.796000000000006,7.177469750707257,10.79060656916415,17.968076319871408
79,2024,Eric Dixon,Villanova,80,Sr,2831.0,12.042000000000002,5.25291670147658,12.643460137571417,17.896376839047996
80,2024,Johnell Davis,Florida Atlantic,75,Jr,3205.0,5.863399999999999,10.079462875392018,7.815197971607065,17.894660846999084
81,2024,Mark Sears,Alabama,73,Sr,3338.0,15.367199999999997,10.658443805648291,7.107500007163043,17.765943812811336
82,2024,Tyrin Lawrence,Vanderbilt,76,Sr,5231.0,11.611000000000004,9.837532804867326,7.909748288719156,17.74728109358648
83,2024,Dayvion McKnight,Xavier,72,Jr,3542.0,12.234399999999994,6.806264614862814,10.889161322949263,17.69542593781208
84,2024,Miles Byrd,San Diego State,79,So,1226.0,11.612099999999998,8.443561610178639,9.210478224829984,17.654039835008625
85,2024,Chisom Okpara,Harvard,80,So,4718.0,-1.7465000000000117,10.484931482273256,7.151354494913385,17.636285977186642
86,2024,Kalib Boone,UNLV,81,Sr,2355.0,7.491,8.93172660822513,8.683117759911022,17.614844368136154
87,2024,Jonas Aidoo,Tennessee,83,Jr,2717.0,12.637500000000005,0.8091498267310695,16.769713848738988,17.578863675470057
88,2024,Nick Kern Jr.,Penn State,78,Jr,4884.0,9.612899999999996,12.257961940364089,5.254322433483301,17.512284373847386
89,2024,Ty-Laur Johnson,Louisville,72,Fr,3790.0,7.1554,17.787287370220284,-0.2831991124667974,17.504088257753487
90,2024,Eddie Lampkin Jr.,Colorado,83,Jr,3048.0,9.094800000000006,7.760356304185027,9.654963882210073,17.4153201863951
91,2024,Chad Venning,St. Bonaventure,81,Jr,4672.0,2.235500000000002,1.389867757690421,15.984800529417596,17.374668287108015
92,2024,Yves Missi,Baylor,82,Fr,2127.0,13.857100000000004,7.71854157528858,9.59879786051517,17.31733943580375
93,2024,Devin McGlockton,Boston College,79,So,3189.0,8.285200000000003,9.686594764453051,7.518801362177074,17.205396126630127
94,2024,Marcus Domask,Illinois,78,Sr,3910.0,12.007999999999996,9.839089823166828,7.283293850001822,17.12238367316865
95,2024,Mason Forbes,Saint Mary's,81,Sr,1396.0,3.4381000000000057,13.870264504482687,3.225043090883194,17.095307595365885
96,2024,Aaron Clark,Wake Forest,73,Sr,446.0,-0.5613000000000028,15.90940760404309,1.1617145472686847,17.071122151311773
97,2024,Tanner Christensen,Utah Tech,82,Jr,6783.0,-0.3726999999999947,5.25217925804431,11.78917599076433,17.04135524880864
98,2024,Olivier Nkamhoua,Michigan,80,Sr,5508.0,12.26169999999999,3.9005452503932063,13.078165695842262,16.97871094623547
99,2024,Hunter Dickinson,Kansas,86,Sr,4591.0,12.8493,8.152639054104409,8.79421900731643,16.94685806142084
100,2024,Isaiah Collier,USC,77,Fr,5012.0,9.8853,11.167732481997618,5.7696503696245545,16.93738285162217
101,2024,Zach Cleveland,Liberty,79,So,5961.0,-0.1423999999999949,8.515848501677024,8.41510331085075,16.930951812527773
102,2024,Noel Brown,St. Bonaventure,83,Jr,2684.0,1.52470000000001,4.221368950885287,12.705201634657708,16.926570585542997
103,2024,Manny Obaseki,Texas A&M,76,Jr,1412.0,12.169700000000006,14.815365268387252,2.050178192985511,16.865543461372763
104,2024,Ryan Nembhard,Gonzaga,72,Jr,3713.0,5.5715,3.431733383273121,13.422994224917772,16.854727608190892
105,2024,Vince Iwuchukwu,USC,,,3071.0,11.444900000000004,-1.2903590256808064,18.12525036265237,16.83489133697156
106,2024,Qudus Wahab,Penn State,83,Sr,5139.0,8.0916,2.1419287791412716,14.689033751442643,16.830962530583918
107,2024,Dajuan Harris Jr.,Kansas,74,Jr,5089.0,12.9456,9.184433782553889,7.5965425250085,16.780976307562387
108,2024,Aamer Muhammad,Troy,73,Sr,4568.0,-1.509299999999996,8.812888983149373,7.938953290534323,16.751842273683696
109,2024,Mackenzie Mgbako,Indiana,80,Fr,5536.0,12.573700000000002,6.00981245260205,10.7353980505713,16.74521050317335
110,2024,Jalen DeLoach,Georgia,81,Jr,1227.0,9.892399999999997,9.366306594863955,7.371674885656225,16.737981480520183
111,2024,Lynn Kidd,Virginia Tech,82,Sr,2172.0,9.442499999999995,5.706523682290797,11.001844203602625,16.70836788589342
112,2024,Christian Wright,Oregon State,75,So,3011.0,6.267899999999997,12.387652924859392,4.284042618767662,16.671695543627052
113,2024,Santiago Vescovi,Tennessee,75,Sr,2665.0,11.907399999999996,5.807695878529418,10.8458425616635,16.653538440192918
114,2024,Hunter Sallis,Wake Forest,77,Jr,10887.0,8.750800000000012,7.307798722266861,9.22180105394564,16.5295997762125
115,2024,Baylor Scheierman,Creighton,79,Sr,3808.0,12.0745,8.91733480881398,7.588736916630913,16.506071725444894
116,2024,Kerr Kriisa,West Virginia,75,Sr,4784.0,14.206900000000005,12.061403176936304,4.411879009591745,16.47328218652805
117,2024,Dan Skillings Jr.,Cincinnati,78,So,2864.0,9.72059999999999,10.050787441109687,6.3997418778919615,16.45052931900165
118,2024,Churchill Abass,DePaul,82,Fr,7221.0,13.59960000000001,3.5148279916037666,12.888471737349018,16.403299728952785
119,2024,Noah Carter,Missouri,78,Sr,5033.0,7.996900000000011,1.9045595621793256,14.470376162876208,16.374935725055533
120,2024,RaeQuan Battle,West Virginia,77,Sr,3863.0,14.458300000000008,12.49966784323408,3.8543746144109328,16.354042457645015
121,2024,Tylor Perry,Kansas State,71,Sr,6585.0,10.530900000000004,7.623131682290731,8.703889517039357,16.32702119933009
122,2024,Steven Crowl,Wisconsin,84,Jr,2871.0,13.0835,6.215243538921769,10.111588370754204,16.326831909675974
123,2024,Myron Amey Jr.,San José State,74,Jr,6320.0,3.906899999999993,8.71686155596657,7.573500656015613,16.290362211982185
124,2024,Braden Smith,Purdue,72,So,3857.0,14.818399999999995,5.038159308804827,11.221916000495336,16.260075309300163
125,2024,Jae'Lyn Withers,North Carolina,81,Sr,1380.0,9.879199999999996,9.56337021551816,6.691474787925346,16.254845003443506
126,2024,Kam Jones,Marquette,76,Jr,3047.0,13.71629999999999,9.229674833997406,7.016844845228582,16.246519679225987
127,2024,Isaiah Stevens,Colorado State,72,Sr,3401.0,8.882999999999996,7.945897555570075,8.296355065257456,16.242252620827532
128,2024,Braxton Meah,Washington,85,Sr,3610.0,10.023200000000005,5.07957750668784,11.006316995426191,16.08589450211403
129,2024,C.J. Walker,UCF,80,Sr,1226.0,14.140200000000007,4.3546621960975145,11.718380781588596,16.07304297768611
130,2024,Mohamed Diarra,NC State,82,Sr,5480.0,13.731099999999998,7.818949667242247,8.227367366167375,16.046317033409622
131,2024,L.J. Cryer,Houston,73,Sr,3235.0,11.559600000000003,3.13222246754797,12.904291106724168,16.03651357427214
132,2024,Armando Bacot,North Carolina,82,Sr,3357.0,12.262999999999993,11.523492071062703,4.503749606415823,16.02724167747853
133,2024,Boo Buie,Northwestern,74,Sr,3449.0,10.217200000000004,0.8176516219794911,15.208368930177652,16.026020552157142
134,2024,Alex Karaban,UConn,80,So,4282.0,10.19019999999999,10.947978214921545,5.052503060454568,16.000481275376114
135,2024,Michael O'Connell,NC State,74,Sr,4437.0,10.4927,1.5900273643020069,14.374061503009928,15.964088867311936
136,2024,Layden Blocker,Arkansas,74,Fr,2194.0,10.669899999999998,11.149696782188071,4.79998252024231,15.94967930243038
137,2024,Warren Washington,Texas Tech,84,Sr,1980.0,6.920400000000001,4.120100352249881,11.816576857299498,15.93667720954938
138,2024,Chad Baker-Mazara,Auburn,79,Jr,2319.0,9.1507,6.924279118044705,8.99057702715611,15.914856145200815
139,2024,Kyle Sturdivant,Georgia Tech,75,Sr,6992.0,9.323499999999996,7.939168879134449,7.969301161611645,15.908470040746094
140,2024,AJ Hoggard,Michigan State,76,Sr,2815.0,13.303299999999991,7.078931049778756,8.699782169801152,15.778713219579908
141,2024,Seth Pinkney,Florida International,85,Sr,3912.0,-1.645300000000006,3.3719493959963596,12.348092796910896,15.720042192907256
142,2024,Fletcher Loyer,Purdue,76,So,3148.0,15.162899999999992,5.049562074509986,10.631498791376767,15.681060865886751
143,2024,Connor Kochera,Davidson,77,Sr,9755.0,3.2184999999999917,13.520697352031403,2.1576527326255244,15.678350084656929
144,2024,Cam Manyawu,Wyoming,81,Fr,4453.0,5.862000000000009,10.427245723561764,5.225795605164311,15.653041328726076
145,2024,Darius Johnson,UCF,73,Jr,2868.0,8.702000000000012,6.975891785682753,8.646204241424677,15.62209602710743
146,2024,Chazz Hutchison,Southern Utah,81,Jr,3434.0,2.7723000000000013,8.860016635679182,6.731261854711627,15.59127849039081
147,2024,Robert Carpenter,New Mexico State,79,Sr,2834.0,4.730400000000003,3.173877660944425,12.392652453810538,15.566530114754965
148,2024,Eric Dailey Jr.,Oklahoma State,80,Fr,8834.0,6.578600000000009,7.800574699497869,7.749757706955034,15.550332406452902
149,2024,Josh Hubbard,Mississippi State,71,Fr,5341.0,11.490800000000007,5.967828174578515,9.57097418013689,15.538802354715404
150,2024,Kamari Lands,Arizona State,80,So,5597.0,8.7397,7.127694702404158,8.410630904229293,15.538325606633451
151,2024,Kimahri Wilson,Stephen F. Austin,73,So,2379.0,-1.150500000000008,12.60438925931022,2.893671770825783,15.498061030136004
152,2024,Ben Krikke,Iowa,81,Sr,3137.0,10.66170000000001,8.603276952302236,6.822252542170785,15.425529494473022
153,2024,Ugonna Onyenso,Kentucky,83,So,3537.0,14.607200000000006,7.496073511885696,7.895939702066071,15.392013213951769
154,2024,Juhlawnei Stone,Stephen F. Austin,79,Jr,2828.0,-2.3241000000000014,3.459531632860589,11.913666035677371,15.373197668537962
155,2024,Jaelin Llewellyn,Michigan,74,Sr,2145.0,17.4422,10.313213428001331,5.003256077866157,15.31646950586749
156,2024,Tamin Lipsey,Iowa State,73,So,3156.0,8.852800000000002,4.989339465591665,10.291865333931238,15.281204799522904
157,2024,Dillon Mitchell,Texas,80,So,2882.0,9.901899999999998,8.202702237608321,7.077664647420171,15.280366885028492
158,2024,Ryan Young,Duke,82,Sr,1239.0,10.092200000000004,1.2139797445803482,14.046408718261958,15.260388462842306
159,2024,Kario Oquendo,Oregon,76,Jr,1943.0,9.3061,6.919404968956931,8.287979203068044,15.207384172024977
160,2024,Josh Oduro,Providence,81,Sr,3006.0,9.887900000000002,1.6109053940352376,13.56450149518663,15.175406889221868
161,2024,Tasos Kamateros,Vanderbilt,80,Sr,2631.0,6.326400000000007,5.0551803101591775,10.120017503488132,15.175197813647308
162,2024,Owen Freeman,Iowa,82,Fr,2412.0,11.473600000000005,6.231213668663421,8.938014846381277,15.169228515044695
163,2024,Derrian Ford,Arkansas State,75,So,3116.0,0.7236000000000047,9.725402049808356,5.414072840385787,15.139474890194142
164,2024,Riley Kugel,Florida,77,So,2458.0,9.769500000000008,7.855443927575147,7.274224628766882,15.129668556342027
165,2024,Tobe Awaka,Tennessee,80,So,1305.0,11.787599999999998,1.1092940467240502,14.006008410627189,15.11530245735124
166,2024,Johnny Furphy,Kansas,81,Fr,3586.0,13.907800000000009,7.764345667557949,7.337481033213692,15.10182670077164
167,2024,Jack Clark,Clemson,82,Sr,1398.0,14.067400000000006,3.3588416804211447,11.641978522188534,15.00082020260968
168,2024,Dre Davis,Seton Hall,78,Sr,3541.0,10.37100000000001,8.275763255761408,6.724733375335326,15.000496631096734
169,2024,Stevie Mitchell,Marquette,74,Jr,2494.0,14.550200000000004,9.461211641323729,5.52798594843617,14.989197589759897
170,2024,Charles Thompson,Towson,79,Sr,2574.0,-1.376499999999993,2.9781468753174867,11.988987028444248,14.967133903761734
171,2024,Femi Odukale,New Mexico State,78,Jr,4517.0,-0.1340000000000003,7.443756496401989,7.41345505532535,14.85721155172734
172,2024,Bryant Selebangue,Arizona State,81,Jr,3936.0,10.558300000000004,11.11564677365164,3.7353269781634584,14.8509737518151
173,2024,Quincy Ballard,Wichita State,83,Jr,4865.0,3.670900000000003,7.417256282866092,7.414112084481138,14.831368367347231
174,2024,Christian Fermin,VCU,82,So,1989.0,4.8285999999999945,2.129805880816323,12.678527532177544,14.808333412993868
175,2024,Viktor Lakhin,Cincinnati,83,Jr,1988.0,6.87530000000001,6.128362693723982,8.674133637231886,14.802496330955869
176,2024,Jaxon Edwards,Valparaiso,77,So,5441.0,2.274100000000004,7.444965413852335,7.301729922509272,14.746695336361608
177,2024,Arthur Kaluma,Kansas State,79,So,6139.0,11.3913,8.447004752124226,6.215829566381515,14.66283431850574
178,2024,Jacob Hutson,Northern Iowa,83,Jr,4434.0,5.362599999999986,2.931275136093267,11.709166869759192,14.64044200585246
179,2024,Ja'Vier Francis,Houston,80,Jr,2062.0,11.380900000000011,4.960893458661051,9.66845769159526,14.62935115025631
180,2024,Tristen Newton,UConn,77,Sr,4611.0,10.851799999999995,4.241117063216145,10.383257969353547,14.624375032569692
181,2024,Rasheer Fleming,Saint Joseph's,81,So,2592.0,3.099000000000004,6.057223204433621,8.549928682103296,14.607151886536917
182,2024,Jamarion Sharp,Ole Miss,89,Sr,2975.0,6.255300000000005,0.847689546875819,13.727440989647013,14.57513053652283
183,2024,John Blackwell,Wisconsin,76,Fr,1767.0,13.4418,7.57336010132553,6.993500790379843,14.566860891705376
184,2024,J'Wan Roberts,Houston,80,Sr,2667.0,13.514300000000006,10.012409840140975,4.508653984478973,14.521063824619947
185,2024,Jayden Nunn,Baylor,76,Jr,2870.0,12.72,9.531836982964755,4.96203124969991,14.493868232664664
186,2024,Kadary Richmond,Seton Hall,78,Sr,3344.0,10.046899999999994,9.449729094662436,4.990182874943792,14.439911969606229
187,2024,Austin Williams,Elon,76,Sr,28.0,12.239400000000003,6.667565719223908,7.76236325371179,14.4299289729357
188,2024,Kiyron Powell,Southern Indiana,82,So,2470.0,-5.1569999999999965,-1.7454730106979983,16.14441293789041,14.398939927192412
189,2024,Babatunde Akingbola,George Washington,82,Sr,5187.0,-0.8198000000000008,-5.507070888280467,19.902797520509196,14.39572663222873
190,2024,Christian Coleman,UAB,80,Jr,1884.0,4.6059999999999945,5.0035088276279005,9.28331636031969,14.28682518794759
191,2024,Joel Brown,Iona,75,Sr,4949.0,-6.248099999999994,11.922940698416864,2.342829870377404,14.265770568794268
192,2024,Jay Pal,San Diego State,81,Sr,1603.0,10.847799999999992,5.83808975987478,8.419147765991575,14.257237525866357
193,2024,Jaylon Tyson,California,78,Jr,5932.0,8.799499999999995,10.738170293041232,3.480419765357889,14.21859005839912
194,2024,Micah Parrish,San Diego State,78,Sr,2696.0,10.061099999999996,5.542380632724224,8.659736924420152,14.202117557144376
195,2024,Jamal Shead,Houston,73,Sr,3232.0,12.1032,10.477836347350454,3.6816001542819983,14.159436501632452
196,2024,Zuby Ejiofor,St. John's,81,So,2356.0,9.444400000000002,11.626420426633317,2.524715586824149,14.151136013457464
197,2024,Quadir Copeland,Syracuse,78,So,4662.0,11.1447,10.567656602827071,3.5625380235007165,14.130194626327787
198,2024,Mike Marsh,Oklahoma State,82,Sr,4412.0,4.5678999999999945,-2.853736009259153,16.952020539872017,14.098284530612863
199,2024,Nick Davidson,Nevada,82,So,2683.0,5.9565000000000055,3.620695384896917,10.472090060195598,14.092785445092517
200,2024,Jordan Dingle,St. John's,75,Sr,4955.0,10.381900000000002,4.649620018280668,9.367212039638714,14.016832057919382
201,2024,Justin Morgan,Murray State,78,So,3480.0,2.0113000000000056,2.9898545654935846,11.013130289975177,14.00298485546876
202,2024,Juwan Gary,Nebraska,78,Jr,2115.0,11.137199999999993,6.72934520586852,7.251411935409527,13.980757141278048
203,2024,Oscar Cluff,Washington State,83,Jr,2147.0,6.8740999999999985,2.6241386686341936,11.318503006674636,13.942641675308831
204,2024,Chase Martin,Wofford,77,So,3740.0,-0.0867999999999966,7.670768416425167,6.271699913205317,13.942468329630485
205,2024,Jose Perez,Arizona State,77,Sr,8746.0,9.598399999999998,6.454755297237298,7.477970030044777,13.932725327282077
206,2024,Joel Soriano,St. John's,83,Sr,5988.0,11.19149999999999,11.659132415994584,2.2633403121199964,13.92247272811458
207,2024,Beril Kabamba,Cal State Fullerton,77,Jr,3020.0,1.1033000000000044,5.005733148992693,8.908713809667773,13.914446958660466
208,2024,KJ Lewis,Arizona,76,Fr,2230.0,10.0578,7.263466381939914,6.644289019114679,13.907755401054594
209,2024,Alex Condon,Florida,83,Fr,2221.0,10.1173,3.2368871255549623,10.666591903727143,13.903479029282106
210,2024,Dai Dai Ames,Kansas State,73,Fr,3075.0,9.191299999999998,2.482817338024827,11.416527033665274,13.8993443716901
211,2024,Aaron Estrada,Alabama,75,Sr,3029.0,14.737700000000004,9.935790824332312,3.925775245782476,13.861566070114788
212,2024,Chaney Johnson,Auburn,79,Jr,1554.0,8.185900000000004,6.533702971342349,7.323205619488675,13.856908590831024
213,2024,Ola Ajiboye,Valparaiso,79,So,2829.0,0.3759999999999905,5.149495009374001,8.701105298878748,13.850600308252748
214,2024,Maliq Brown,Syracuse,81,So,6134.0,10.77900000000001,11.213566715517976,2.636331623336498,13.849898338854471
215,2024,Gytis Nemeiksa,Xavier,80,Sr,1994.0,11.2029,5.111283407970785,8.696723439755699,13.808006847726483
216,2024,Kowacie Reeves Jr.,Georgia Tech,78,Jr,10944.0,10.076100000000013,4.405884446740463,9.376461234808554,13.782345681549018
217,2024,Zakai Zeigler,Tennessee,69,Jr,3329.0,13.683700000000002,8.085594375722026,5.6882180350458595,13.773812410767883
218,2024,Anton Watson,Gonzaga,80,Sr,3280.0,5.878299999999996,9.037727875963274,4.736067878506328,13.773795754469605
219,2024,Malik Hall,Michigan State,80,Sr,2795.0,13.66510000000001,5.505391602945304,8.25501191450301,13.760403517448314
220,2024,Baba Miller,Florida State,83,So,5173.0,10.679299999999998,4.0496522354147375,9.709732634622398,13.759384870037136
221,2024,DeShawn Harris-Smith,Maryland,77,Fr,5665.0,8.740200000000002,12.791179586266413,0.947247044524218,13.73842663079063
222,2024,D.J. Jeffries,Mississippi State,79,Sr,3667.0,10.921099999999996,10.700021584789695,2.9827768350909127,13.68279841988061
223,2024,David Dixon,Duquesne,81,So,2188.0,4.7198999999999955,2.0066878023181705,11.66557084816436,13.67225865048253
224,2024,KJ Adams Jr.,Kansas,79,Jr,6283.0,12.877200000000002,4.046655211174892,9.610654369222049,13.65730958039694
