player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Robo Kreps,Illinois Chicago,2011,0.000000,1.944549,0.998552,1.261329,9.670188
Peter Sullivan,Brown,2011,0.000000,2.386449,1.149031,0.088387,7.336122
D.J. Gay,San Diego St.,2011,0.000000,0.791658,1.979144,0.841136,8.065012
Zavier Anderson,Clemson,2011,0.000000,1.402497,0.200357,0.400714,4.407849
Dante Jackson,Xavier,2011,0.000000,0.432792,0.378693,0.162297,2.109859
Dante Curry,Georgia St.,2011,0.000000,0.448156,0.000000,0.298771,1.792624
Grant Maxey,Jackson St.,2011,0.094908,3.606497,1.328709,0.094908,10.155136
James Spencer,Liberty,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Rob Hampton,Norfolk St.,2011,0.056883,3.299222,1.422079,0.227533,10.125199
Josh White,North Texas,2011,0.000000,2.159210,2.216031,0.568213,10.455121
Jeremy Hazell,Seton Hall,2011,0.275349,1.284960,1.468526,0.550697,7.159063
Marcus Britt,Arkansas,2011,0.000000,1.544940,0.720972,0.000000,4.531825
Steffphon Pettigrew,Western Kentucky,2011,0.210869,3.004889,1.476086,0.263587,9.752710
Nedeljko Golubovic,Fresno St.,2011,0.000000,0.968384,0.564891,0.080699,3.308646
Josh Bedwell,Samford,2011,0.000000,0.678869,0.775850,0.290944,3.782271
Terrell Bell,Virginia Tech,2011,0.221573,0.941686,0.387753,0.055393,2.825058
Malcolm Delaney,Virginia Tech,2011,0.046659,1.726395,2.099669,1.353120,11.711489
Bobby Austin,Furman,2011,0.000000,0.000000,0.809623,0.000000,1.619245
Justin Dehm,Furman,2011,0.000000,0.561901,0.468251,0.280951,2.903156
Will Sherrill,Virginia,2011,0.000000,0.597137,0.149284,0.000000,1.492842
Brian Mills,Mercer,2011,0.180010,2.400139,3.060177,0.120007,11.280654
Mark Hall,Mercer,2011,0.000000,0.476529,0.272303,0.136151,1.906118
Josh Slater,Lipscomb,2011,0.121641,4.439899,2.128719,0.425744,14.414466
Alphonso Dawson,Delaware,2011,0.000000,0.667192,0.667192,0.266877,3.469398
Edwin Santiago,Delaware,2011,0.000000,1.441128,0.000000,0.000000,2.882257
D.J. Boney,Delaware,2011,0.000000,0.697780,0.099683,0.099683,1.893975
Travis Cohn,Jacksonville,2011,0.298079,1.987196,1.987196,0.397439,9.141102
Cory Higgins,Colorado,2011,0.434937,2.223010,2.996231,0.096653,10.728441
Travis Bureau,Louisiana,2011,0.233166,2.564824,0.699497,0.466332,7.927637
Ty Proffitt,Morehead St.,2011,0.000000,0.360593,1.021680,0.540889,4.387214
LaceDarius Dunn,Baylor,2011,0.124219,1.428514,2.235936,1.987498,13.291395
Tyrel Reed,Kansas,2011,0.000000,0.834308,0.677875,0.156433,3.493666
Casey Harriman,Creighton,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Anthony Hill,Milwaukee,2011,0.000000,2.453026,2.519324,0.000000,9.944700
Rahmon Fletcher,Green Bay,2011,0.000000,2.728133,3.534172,0.868042,15.128736
Vinny Lima,Northeastern,2011,0.000000,1.646085,0.987651,0.000000,5.267472
Robert Frozena,Marquette,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Larry Jackson,Florida A&M,2011,0.160903,2.333093,0.724063,0.000000,6.114314
Jeff Allen,Virginia Tech,2011,0.607799,4.088826,1.768141,0.000000,11.713935
Xavier Silas,Northern Illinois,2011,0.071354,2.140615,4.209877,0.428123,13.985354
Steve McNees,Akron,2011,0.000000,0.808893,0.215705,0.862819,4.637652
Johnny Mayhane,Tulane,2011,0.000000,0.306062,0.612123,0.204041,2.448493
Trevor Welcher,Delaware St.,2011,0.148034,2.072473,0.444101,0.000000,5.033150
Delroy James,Rhode Island,2011,0.876635,6.342713,1.907971,0.567234,18.203070
Trevor Gaskins,Mississippi,2011,0.000000,1.267567,1.365072,0.487526,6.727853
Bryan Beasley,Rice,2011,0.000000,0.554907,0.138727,0.138727,1.803447
Mark Payne,UC Davis,2011,0.408470,2.791210,1.565801,0.068078,8.918258
Lucas O'Rear,Northern Iowa,2011,0.000000,2.100681,1.283750,0.000000,6.768861
Shemik Thompson,Central Connecticut,2011,0.000000,1.906970,2.022544,0.693444,9.939359
Kavon Lacey,Evansville,2011,0.000000,1.172543,1.094373,0.000000,4.533831
Malik Boothe,St. John's,2011,0.000000,1.002387,1.403342,0.100239,5.112173
D.J. Kennedy,St. John's,2011,0.259985,2.014887,1.039942,0.000000,6.109658
Paris Horne,St. John's,2011,0.193872,1.486350,0.904735,0.000000,4.782170
Justin Burrell,St. John's,2011,0.173490,2.255375,0.693962,0.000000,5.898674
Jerrell Thompson,Sacred Heart,2011,0.000000,2.015376,1.690315,0.910170,10.141890
Gary Wallace,Robert Morris,2011,0.000000,0.492727,0.821212,0.000000,2.627878
Jeremy Anderson,Liberty,2011,0.000000,0.247732,0.000000,0.000000,0.495463
David Campbell,High Point,2011,0.000000,1.001825,0.143118,0.000000,2.289885
Chris McEachin,Norfolk St.,2011,0.000000,0.829003,0.829003,0.592145,5.092447
Lyndon Jordan,Fairfield,2011,0.000000,0.732211,0.439327,0.000000,2.343076
Charoy Bentley,Saint Joseph's,2011,0.000000,0.518247,0.690996,0.000000,2.418487
Mike Singletary,Texas Tech,2011,0.000000,2.558292,2.433497,0.062397,10.170771
John Roberson,Texas Tech,2011,0.000000,0.321487,1.446691,1.071623,6.751225
Phil Jones,Charlotte,2011,0.189476,1.894757,0.568427,0.000000,4.926367
Nick Martineau,BYU,2011,0.000000,0.542030,0.542030,0.000000,2.168120
Julius Coles,Canisius,2011,0.342763,2.536443,1.302498,0.274210,8.500510
Raffi Mantilla,Yale,2011,0.000000,1.578717,0.315743,0.000000,3.788922
Robert Goldsberry,Canisius,2011,0.000000,0.577438,0.288719,0.288719,2.598471
Greg Logins,Canisius,2011,0.000000,1.860744,0.761213,0.084579,5.497652
Porter Braswell,Yale,2011,0.000000,2.245798,1.086677,0.289780,7.534291
Ben Louis,James Madison,2011,0.000000,0.471976,0.000000,0.000000,0.943951
Elton Frazier,Canisius,2011,0.709062,2.623529,0.921780,0.070906,7.303338
Asown Sayles,Ohio,2011,0.000000,0.520749,0.390562,0.000000,1.822622
Nick Walsh,Manhattan,2011,0.000000,0.332864,0.665728,0.832159,4.493661
Sai'Quon Stone,Southern Miss,2011,0.000000,1.431265,1.561380,0.130115,6.375635
Yorel Hawkins,Fairfield,2011,0.462560,1.784160,1.255520,0.000000,6.079360
Taylor Young,UCF,2011,0.000000,0.358929,0.000000,0.358929,1.794645
Antonio Ballard,Miami OH,2011,0.221624,3.656792,1.440554,0.110812,10.527128
Harrison Smith,Texas Southern,2011,0.000000,1.801346,0.514670,0.428892,5.918707
Nate Mensah,Santa Clara,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Wquinton Smith,Wisconsin,2011,0.000000,0.550348,1.100696,0.000000,3.302088
Cameron Rundles,Wofford,2011,0.000000,1.522694,1.957749,0.761347,9.244926
Adrian Thomas,Miami FL,2011,0.000000,0.243289,0.121644,0.669044,2.736998
Paul Debnam,Virginia Tech,2011,0.000000,3.674418,1.224806,0.000000,9.798448
Alex Tyus,Florida,2011,0.343196,2.333732,1.715979,0.000000,8.099422
Joey Rodriguez,VCU,2011,0.000000,1.045099,0.908781,0.863342,6.497787
Anthony Marshall,UNLV,2011,0.404232,2.694881,1.482185,0.134744,8.758364
Joe Jakubowski,Bowling Green,2011,0.000000,0.916244,0.458122,0.801714,5.153875
Anthony Gatlin,Cornell,2011,0.000000,1.479497,1.479497,0.000000,5.917989
Carrio Bennett,South Carolina St.,2011,0.000000,1.484890,0.809940,0.000000,4.589660
R.J. Rutledge,Monmouth,2011,0.000000,1.556276,0.097267,0.097267,3.598888
Nick DelTufo,Monmouth,2011,0.000000,0.517443,0.258722,0.129361,1.940412
Rashad Bishop,Cincinnati,2011,0.067122,1.006836,1.073958,0.738346,6.376627
Darnell Wilks,Cincinnati,2011,0.713938,1.427877,0.118990,0.000000,3.093733
Larry Davis,Cincinnati,2011,0.221404,0.774913,0.664211,0.221404,3.542458
Jerrell Williams,La Salle,2011,0.252952,3.731036,1.327996,0.063238,10.307778
Darryl Partin,Boston University,2011,0.000000,1.766498,2.450303,0.569838,10.143116
Kyle Griffin,Siena,2011,0.000000,0.903109,1.354664,0.000000,4.515545
Earnest Bridges,High Point,2011,0.127094,1.270940,0.381282,0.000000,3.304444
Anthony Breeze,Appalachian St.,2011,0.000000,1.394790,0.836874,0.000000,4.463328
Omar Carter,Appalachian St.,2011,0.000000,2.382764,4.474947,0.581162,15.458908
Scoop Jardine,Syracuse,2011,0.000000,1.378726,1.819919,1.268428,10.202574
Austin Freeman,Georgetown,2011,0.114134,2.796280,1.597874,0.285335,9.644312
Taylor Montgomery,Northern Colorado,2011,0.077445,1.084230,0.851895,0.000000,3.872250
Michael Santos,Santa Clara,2011,0.000000,1.268567,0.000000,0.000000,2.537133
Ben Dowdell,Santa Clara,2011,0.127869,1.598358,0.767212,0.000000,4.731141
Gary Correia,Massachusetts,2011,0.000000,0.326169,0.081542,0.570796,2.527812
Matt Hill,Massachusetts,2011,0.000000,0.743569,0.000000,0.000000,1.487138
Max Groebe,Cornell,2011,0.000000,1.289095,0.386729,0.257819,4.125105
Cory Pflieger,Rice,2011,0.000000,0.000000,0.000000,0.389390,1.168170
Kris Richard,Tulane,2011,0.125353,1.566913,0.689442,0.000000,4.512711
Nikola Gacesa,TCU,2011,0.000000,0.618168,0.412112,0.103028,2.369644
Diante Garrett,Iowa St.,2011,0.048119,2.935264,3.368336,1.106739,15.927416
Zack Crimmins,Columbia,2011,0.000000,0.766974,2.684409,0.000000,6.902766
Asenso Ampim,Columbia,2011,0.376100,3.196850,1.222325,0.000000,8.838350
Jack Eggleston,Penn,2011,0.000000,0.893370,0.714696,0.000000,3.216134
Adrian Williams,Brown,2011,0.000000,1.203924,0.300981,0.200654,3.611773
Tyler Bernardini,Penn,2011,0.000000,1.027880,1.762080,0.440520,6.901480
Lavoy Allen,Temple,2011,0.108889,1.960009,0.871115,0.000000,5.662249
Alex Rubin,Illinois St.,2011,0.000000,0.184589,0.276883,0.092294,1.199827
Martavis Key,FIU,2011,0.000000,1.416373,0.944249,0.000000,4.721244
Bakari Lewis,UMKC,2011,0.080878,1.698430,2.749839,1.294042,12.778662
Brian Rudolph,Loyola MD,2011,0.000000,2.355303,0.874827,0.269177,7.267791
Ronnie Dixon,Dartmouth,2011,0.000000,3.062432,1.990581,0.306243,11.024754
Ivan Peljusic,Northwestern,2011,0.000000,2.789140,0.929713,0.000000,7.437707
Andy Polka,Loyola Chicago,2011,0.155300,2.562450,0.621200,0.000000,6.367300
Marshall Moses,Oklahoma St.,2011,0.178822,3.636058,2.622730,0.059608,12.696397
Jeff Ryan,Northwestern,2011,0.000000,0.000000,0.624055,0.000000,1.248110
De'Suan Dixon,Jackson St.,2011,0.177525,1.952779,0.532576,0.000000,4.970710
Jeremi Booth,Appalachian St.,2011,0.274886,1.374429,1.099543,0.641400,6.872143
Coy Custer,Lamar,2011,0.000000,2.574243,1.103247,0.000000,7.354980
Jeff Smith,Chattanooga,2011,0.000000,0.605290,0.000000,0.000000,1.210580
Dan Mavraides,Princeton,2011,0.000000,1.952533,1.098300,0.976266,9.030463
Logan Nourse,Dayton,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Garrett Leffelman,Brown,2011,0.000000,0.841511,1.147516,0.229503,4.666563
Mitch McDonald,Army,2011,0.000000,2.752336,0.917445,0.114681,7.683605
Mike Coburn,Rutgers,2011,0.000000,1.691601,2.041587,0.058331,7.641369
Donnell Beverly,Connecticut,2011,0.000000,1.110552,0.740368,0.185092,4.257116
Matt Mouzy,Little Rock,2011,0.000000,0.581021,0.581021,0.677858,4.357657
Mychel Thompson,Pepperdine,2011,0.057337,1.777441,1.720104,0.516031,8.543184
Mike Moore,Hofstra,2011,0.056985,2.279387,1.481602,0.284923,8.376748
Gary Johnson,Texas,2011,0.374911,1.285410,1.820998,0.000000,6.212815
Brad Wanamaker,Pittsburgh,2011,0.060181,2.046162,1.805437,0.120362,8.064284
Brandon Brown,Lipscomb,2011,0.169991,1.614917,0.424978,0.000000,4.079791
Tommy Hubbard,East Tennessee St.,2011,0.000000,2.180870,1.090435,0.000000,6.542610
Jamarco Warren,Charleston Southern,2011,0.000000,2.756180,1.959950,2.082447,15.679600
Preston Knowles,Louisville,2011,0.114644,0.859833,2.120922,1.203767,9.572811
Laurence Jolicoeur,UMBC,2011,0.109548,1.533678,0.766839,0.000000,4.601035
Austin Kenon,VMI,2011,0.000000,1.977712,1.275943,1.850118,12.057665
Cameron Jones,Northern Arizona,2011,0.118489,2.784485,3.910128,0.118489,13.744693
Timothy Price,Texas Southern,2011,0.167427,1.674270,0.669708,0.000000,4.687956
Sammy Zeglinski,Virginia,2011,0.000000,0.949523,0.527513,1.688040,8.018192
Reggie Hamilton,Oakland,2011,0.000000,4.547502,1.830092,1.885550,18.411839
Justin Glenn,Lipscomb,2011,0.000000,0.888300,0.177660,0.000000,2.131920
Biko Paris,Boston College,2011,0.000000,0.963982,0.301244,0.000000,2.530453
Corey Raji,Boston College,2011,0.069999,2.169966,0.559991,0.000000,5.459915
Zach Plackemeier,Purdue Fort Wayne,2011,0.000000,0.589826,0.707791,0.471861,4.010816
Ben Botts,Purdue Fort Wayne,2011,0.000000,1.264045,1.596688,0.931402,8.515671
Mustapha Farrakhan,Virginia,2011,0.203144,2.573153,1.422006,0.406287,9.209180
Carl Montgomery,Chicago St.,2011,0.475877,4.690790,2.243421,0.067982,14.072370
Jarryd Cole,Iowa,2011,0.151056,2.114790,0.453169,0.000000,5.135918
Jake Kelly,Indiana St.,2011,0.000000,2.065276,2.308249,0.485947,10.204892
Andrew Gabriel,Manhattan,2011,0.000000,2.119653,0.588793,0.000000,5.416891
Christian Wall,Chicago St.,2011,0.000000,2.074407,1.843917,0.230490,8.528116
Reggie Porter,Alabama A&M,2011,0.000000,1.693406,2.257874,0.000000,7.902560
Jamie Skeen,VCU,2011,0.000000,3.135003,1.665470,0.097969,9.894853
Vinnie McGhee,Cal St. Northridge,2011,0.000000,0.174738,0.349475,0.611582,2.883170
Christian Polk,UTEP,2011,0.000000,0.573234,2.709835,0.729571,8.754852
David Lighty,Ohio St.,2011,0.208724,2.661236,1.513252,0.678354,10.384037
Jordan Turok,Charleston,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Cliff Tucker,Maryland,2011,0.069973,1.609378,1.189540,0.279892,6.437512
Jay Watkins,Utah,2011,0.189474,1.894743,3.410538,0.000000,10.610563
Paris Carter,Illinois Chicago,2011,0.308238,2.979634,0.102746,0.000000,6.164760
Byron Mulkey,Buffalo,2011,0.000000,1.971672,1.617782,0.404446,8.392245
Djibril Thiam,Wyoming,2011,0.553019,2.370083,0.790028,0.000000,6.320222
Sorena Orandi,Saint Francis,2011,0.000000,0.711038,0.177760,0.355519,2.844153
Gerald Colds,Drexel,2011,0.062375,1.808864,1.995987,0.124749,7.983950
DeVaughn Washington,Ohio,2011,0.584900,1.930170,0.935840,0.000000,5.732020
Alex Wolf,Western Michigan,2011,0.000000,0.623714,0.207905,0.415809,2.910664
Jeremiah Rivers,Indiana,2011,0.085239,0.937628,0.852389,0.085239,3.835750
Trumaine Johnson,Houston,2011,0.000000,1.627063,0.406766,0.813532,6.508253
Greg Plater,Long Beach St.,2011,0.000000,0.255738,0.716067,0.767214,4.245252
Mike Walker,SMU,2011,0.000000,0.363245,0.290596,0.217947,1.961521
Justin Hurtt,Tulsa,2011,0.277788,2.111192,3.166788,1.222269,14.222769
Ryan Harp,SMU,2011,0.000000,1.007685,0.125961,0.000000,2.267292
Papa Dia,SMU,2011,0.181927,3.274685,1.697985,0.060642,10.127265
Bennie Rhodes,Fresno St.,2011,0.359856,1.079568,2.159137,0.000000,6.477410
Gavin Montgomery,Arkansas Pine Bluff,2011,0.217869,1.525082,0.726230,0.217869,5.156230
Corey Stokes,Villanova,2011,0.000000,0.253660,0.634150,0.253660,2.536602
Corey Fisher,Villanova,2011,0.000000,2.369176,2.534467,1.652913,14.766025
Korey Bauer,Marist,2011,0.000000,1.845274,0.141944,0.000000,3.974437
Antonio Ootesey,Arkansas Pine Bluff,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Daniel Eykyn,The Citadel,2011,0.000000,0.335507,0.671013,0.000000,2.013040
Phillip Pandak,The Citadel,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Zach Urbanus,The Citadel,2011,0.000000,0.396973,1.077498,0.226842,3.629469
Cameron Wells,The Citadel,2011,0.000000,3.370062,4.474048,0.348627,16.734102
Allen Smith,Arkansas Pine Bluff,2011,0.000000,0.677381,0.937912,1.302656,7.138552
Hajji Martin,Chicago St.,2011,0.168517,0.926841,1.095358,0.084258,4.297172
Zac Swansey,Tennessee Tech,2011,0.000000,1.580220,1.298038,1.298038,9.650628
Tirrell Baines,Marshall,2011,0.633876,2.915830,1.394527,0.000000,8.620714
R.L. Horton,Southern Miss,2011,0.000000,2.510027,3.698987,0.198160,13.012507
Orlando Smith,Mississippi Valley St.,2011,0.000000,2.290477,0.572619,0.000000,5.726192
Brenton Butler,Fordham,2011,0.000000,0.732112,1.891290,0.671103,7.260112
Matt Heramb,Kennesaw St.,2011,0.000000,0.733407,0.293363,0.146681,2.493583
Nick Leon,Saint Peter's,2011,0.000000,0.615159,1.509936,0.894777,6.934519
Tim Burns,Maryland Eastern Shore,2011,0.000000,1.262517,1.082157,0.000000,4.689349
Flynn Clayman,Troy,2011,0.000000,0.000000,0.521366,0.000000,1.042733
Adam Nigon,Colorado St.,2011,0.000000,0.273183,0.000000,0.182122,1.092731
Sam Willard,Pacific,2011,0.000000,1.334937,1.668672,0.133494,6.407700
Sean McNally,Maine,2011,0.000000,2.130631,0.501325,0.000000,5.263912
Malachi Peay,Maine,2011,0.000000,1.821010,1.821010,0.000000,7.284040
Mike Kebler,Michigan St.,2011,0.000000,0.754708,0.377354,0.000000,2.264124
Eniel Polynice,Seton Hall,2011,0.106695,2.133896,0.533474,0.000000,5.334740
Andrew Keister,Holy Cross,2011,0.000000,3.720360,0.496048,0.000000,8.432816
Josh Bright,Maryland Eastern Shore,2011,0.000000,0.318002,0.318002,0.318002,2.226016
Steve Luptak,American,2011,0.000000,0.368757,0.368757,0.000000,1.475027
Trevor Morris,Weber St.,2011,0.163126,1.712823,1.957512,0.000000,7.340670
Joe Duffy,Vanderbilt,2011,0.000000,2.194095,1.097047,0.000000,6.582285
Jontae Sherrod,East Carolina,2011,0.063185,1.390080,1.516451,1.010967,8.845965
Brock Young,East Carolina,2011,0.000000,1.580065,1.663227,1.746388,11.725748
Aaron Johnson,UAB,2011,0.000000,3.759091,1.066011,0.729376,11.838333
Mike Capocci,Northwestern,2011,0.185942,1.115650,0.185942,0.000000,2.603183
Jon Diebler,Ohio St.,2011,0.000000,0.750372,0.422084,0.515881,3.892554
Tim Jarmusz,Wisconsin,2011,0.000000,0.087045,0.261135,0.000000,0.696360
Jon Leuer,Wisconsin,2011,0.246365,1.601376,4.249805,0.246365,12.441457
Brandon Tunnell,Hampton,2011,0.202342,3.237467,0.876814,0.067447,8.430903
Kareem Maddox,Princeton,2011,0.130317,3.192777,2.736666,0.000000,11.858886
Bobby Foley,Princeton,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Terrance Birdette,Elon,2011,0.000000,2.300194,0.230019,0.115010,5.405457
Chris Long,Elon,2011,0.000000,2.353075,1.294191,1.411845,11.530065
Adam Wire,Cornell,2011,0.109481,0.875848,0.328443,0.000000,2.408582
Shawn Lewis,Cal Poly,2011,0.360668,3.895212,1.803339,0.360668,12.479106
Ricky Cadell,St. Francis NY,2011,0.000000,2.919308,1.490710,1.180146,12.360474
Justin Joyner,UC Santa Barbara,2011,0.000000,0.316463,0.395579,0.158232,1.898778
Demetri McCamey,Illinois,2011,0.000000,2.181945,1.702981,1.596545,12.559488
Mike Tisdale,Illinois,2011,0.271136,1.016761,1.423465,0.135568,5.287155
Amu Saaka,Furman,2011,0.446475,1.849680,2.359937,0.127564,8.801927
Michael Rogers,Valparaiso,2011,0.000000,2.650305,0.631025,0.126205,6.941275
Marshall Carrell,Texas A&M,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Joe Hughes,Xavier,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Junard Hartley,Campbell,2011,0.000000,1.363427,2.311898,0.237118,8.062004
Preston Dodson,Campbell,2011,0.000000,1.256825,0.418941,0.000000,3.351532
Dejuan Goodwin,Marist,2011,0.000000,0.347816,2.086896,0.000000,4.869424
La'Ryan Gary,Louisiana,2011,0.104769,3.143070,0.942921,0.209538,8.800596
Randell Daigle,Louisiana,2011,0.000000,1.087859,1.422584,1.506266,9.539683
Michael Thompson,Northwestern,2011,0.000000,2.124626,1.432888,0.938788,9.931393
Jer'Vaughn Johnson,Cal St. Fullerton,2011,0.149937,2.698866,2.174086,0.000000,9.745905
Delonte Taylor,UC Riverside,2011,0.000000,2.759497,0.306611,0.000000,6.132215
Jordan Campbell,Belmont,2011,0.000000,0.770024,0.000000,1.078033,4.774148
Mike Dejworek,The Citadel,2011,0.000000,0.604690,0.000000,0.000000,1.209380
Justin Hawkins,UNLV,2011,0.095240,1.333364,0.666682,0.000000,4.000093
Clarence Jackson,Siena,2011,0.160380,2.245326,0.801902,0.561331,7.778450
Ryan Rossiter,Siena,2011,0.000000,2.065990,2.872230,0.000000,9.876440
Luke Sikma,Portland,2011,0.185923,2.664896,2.416999,0.000000,10.163791
Mickey McConnell,Saint Mary's,2011,0.000000,2.000983,1.900934,1.700836,12.906343
Chris De La Rosa,UMBC,2011,0.000000,4.729879,2.170180,1.669369,18.808223
James Valladares,New Hampshire,2011,0.000000,1.434989,0.286998,0.143499,3.874469
Tyrone Conley,New Hampshire,2011,0.374773,2.061254,1.249245,0.812009,9.057024
Alvin Abreu,New Hampshire,2011,0.000000,2.596640,0.000000,0.000000,5.193280
Rashad Green,San Francisco,2011,0.000000,3.582527,1.102316,0.206684,9.989740
Chandler Parsons,Florida,2011,0.403541,2.572575,0.605312,0.252213,7.112414
Terry Martin,Wofford,2011,0.000000,1.434624,1.075968,0.000000,5.021184
Noah Dahlman,Wofford,2011,0.000000,3.963008,1.148698,0.000000,10.223412
P. J. Alawoya,McNeese St.,2011,0.398982,2.393892,1.063952,0.000000,6.915688
Matt Ballard,San Jose St.,2011,0.000000,0.697693,0.000000,0.000000,1.395386
Devin Gibson,UTSA,2011,0.000000,2.787030,2.838642,0.825787,13.728703
JohnMark Ludwick,William & Mary,2011,0.000000,0.149895,0.000000,0.299790,1.199160
Ayron Hardy,Jacksonville,2011,0.445324,2.838937,1.502967,0.111331,9.017801
Damian Saunders,Duquesne,2011,0.317365,2.062872,0.211577,0.105788,4.866261
Vaughn Duggins,Wright St.,2011,0.000000,3.615355,3.207170,0.466497,15.044541
Dan Geriot,Richmond,2011,0.000000,1.092345,1.501975,0.000000,5.188640
Darryl Evans,Furman,2011,0.000000,2.290584,0.589007,0.000000,5.759184
Darren Smith,Penn,2011,0.000000,0.000000,0.000000,0.000000,0.000000
Jean Cajou,Mount St. Mary's,2011,0.269134,1.345670,1.076536,0.538268,6.459215
Micah Williams,East Tennessee St.,2011,0.101617,2.133966,1.625879,0.254044,8.281820
Mike Smith,East Tennessee St.,2011,0.000000,3.782440,2.095676,0.613369,13.596337
Mike Davis,Illinois,2011,0.215722,0.916817,1.456121,0.000000,4.745875
David Boarden,SIU Edwardsville,2011,0.000000,0.253925,0.761776,0.126963,2.412292
Aaron Carter,Indiana St.,2011,0.080920,1.213800,0.890120,0.161840,4.693360
Evan Fjeld,Vermont,2011,0.066474,2.991335,2.127172,0.066474,10.436435
Joey Accaoui,Vermont,2011,0.000000,1.715726,3.275477,0.545913,11.620144
Wesley Jenkins,Saint Peter's,2011,0.000000,0.893822,1.168844,1.237600,7.838133
Tim Diederichs,Loyola Marymount,2011,0.000000,0.964605,1.543368,0.000000,5.015946
Charlie Rigoglioso,Rutgers,2011,0.000000,2.985820,2.985820,0.000000,11.943280
Tom Fow,Air Force,2011,0.000000,0.626996,0.716567,0.179142,3.224551
Mike Scott,Fairleigh Dickinson,2011,0.000000,1.795206,1.196804,1.196804,9.574434
Billy White,San Diego St.,2011,0.400442,3.003317,1.801990,0.200221,10.211279
Jeremy Bynum,Jacksonville St.,2011,0.077563,0.310253,1.551263,0.232689,4.421100
Steven Gray,Gonzaga,2011,0.054894,1.811490,1.976171,0.823405,10.045538
Jonathan Wills,Fresno St.,2011,0.000000,1.177064,1.070058,0.000000,4.494245
Ryan Silva,UC Davis,2011,0.000000,0.203964,0.000000,0.000000,0.407927
Patrick Rembert,UC Irvine,2011,0.000000,1.710906,1.069316,0.053466,5.720841
Josh Davis,Samford,2011,0.088561,0.619929,0.354245,0.354245,3.011085
Justin Stommes,Eastern Kentucky,2011,0.000000,1.054426,1.230164,0.878688,7.205245
Malik Perry,Ball St.,2011,0.164456,1.562330,0.411140,0.000000,3.946939
Demonte Harper,Morehead St.,2011,0.680929,3.518133,2.156275,0.397209,12.540443
Aric Brooks,Morgan St.,2011,0.000000,1.628756,0.603243,0.180973,5.006916
