player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Bobby Austin,Furman,2013,0.070087,0.841044,1.331654,0.350435,5.396702
Anthony Marshall,UNLV,2013,0.099095,2.130539,1.189138,0.495474,8.125778
Trevor Mbakwe,Minnesota,2013,0.661709,2.940928,1.029325,0.000000,7.940506
Justin Hawkins,UNLV,2013,0.000000,0.681676,0.227225,0.075742,2.045028
Tony Johnson,Lafayette,2013,0.000000,4.451688,2.284419,0.527174,15.053734
Alex Smith,Bethune Cookman,2013,0.250723,1.420767,1.337192,0.000000,5.515917
Isaac Sosa,Canisius,2013,0.000000,0.626156,1.321884,1.391457,8.070450
Kendall Timmons,Tulane,2013,0.300588,2.164233,0.961881,0.000000,6.252229
Anthony James,Northern Iowa,2013,0.000000,2.489166,3.191238,0.893547,14.041449
Jordan Cyphers,Tennessee St.,2013,0.065625,0.721872,0.853121,0.065625,3.346859
Andrey Semenov,James Madison,2013,0.000000,0.914721,0.914721,0.000000,3.658886
Frankie Sullivan,Auburn,2013,0.120266,3.126925,1.443196,0.721598,11.305036
Andrew Steele,Alabama,2013,0.000000,1.843914,0.838143,0.167629,5.867000
Rotnei Clarke,Butler,2013,0.000000,1.440072,1.958499,2.764939,15.091959
Michael Davenport,St. Bonaventure,2013,0.000000,0.570230,0.760307,0.000000,2.661073
Josh Bonney,Elon,2013,0.000000,4.916440,1.811320,0.258760,14.231800
Will Bogan,Valparaiso,2013,0.000000,0.208428,0.555808,0.277904,2.362182
Murphy Holloway,Mississippi,2013,0.446616,4.267664,2.133832,0.000000,12.802992
Erik Buggs,Valparaiso,2013,0.065360,4.313778,0.653603,0.065360,10.130843
Miguel Paul,East Carolina,2013,0.000000,1.791399,1.063643,1.231587,9.404843
James Hulbin,Northwestern St.,2013,0.000000,1.304224,1.130327,0.173897,5.390792
Kevin Dillard,Dayton,2013,0.000000,2.573427,1.520661,0.994279,11.171013
Anthony Booker,Iowa St.,2013,0.329010,0.658019,2.138563,0.000000,5.593165
Jordan Clarke,Drake,2013,0.070582,2.188028,0.776397,0.141163,6.352338
Daniel Barnes,Illinois Chicago,2013,0.062547,1.438581,0.625470,0.187641,4.691025
Anthony Winbush,Loyola MD,2013,0.061553,1.908139,0.430870,0.000000,4.678017
Melquan Bolding,Fairleigh Dickinson,2013,0.164599,2.084923,1.097328,0.109733,6.693699
Jacob Iati,Albany,2013,0.000000,0.540869,1.027651,1.298085,7.031294
Matt Sundberg,Charleston,2013,0.000000,0.781956,0.260652,0.260652,2.867170
Quasim Pugh,Norfolk St.,2013,0.000000,2.181050,2.181050,0.000000,8.724200
Jacques Streeter,UTEP,2013,0.000000,1.226978,0.525848,0.292137,4.382062
Jesse Steele,Monmouth,2013,0.000000,1.854171,1.332686,1.042971,9.502629
Terrell Kennedy,Arkansas Pine Bluff,2013,0.000000,3.110040,1.515148,0.079745,9.489611
Keion Bell,Missouri,2013,1.011941,4.987424,0.578252,0.072281,11.348195
Kwame Vaughn,Cal St. Fullerton,2013,0.271171,2.169367,2.060899,0.596576,10.250259
Mike Rosario,Florida,2013,0.119243,1.907882,1.848261,0.655835,9.479791
Daman Starring,UC Irvine,2013,0.000000,1.725962,1.781638,0.779467,9.353599
Anthony Raffa,Coastal Carolina,2013,0.000000,3.484427,2.160345,0.487820,12.753002
Evan Ravenel,Ohio St.,2013,0.396993,2.381959,0.595490,0.000000,5.954898
Brad Redford,Xavier,2013,0.000000,0.177261,0.177261,0.709043,2.836173
